Time1,Time2,,,,,,,,temp_2m,temp_0,BS,humi,w_speed,w_dir,rain,cloud,high,press,GRTL,QRTL,CBFS,DBFS,sunFS,SO2,NO2,PM10,PM2.5,O3,CO
2020/9/27,2020/9/27 11:00,2020/9/27 11:00,7,41,37,19,18,0.8,27.2059,303.471,0.0154525,64.8192,3.45186,90.4141,0,0.950266,797.792,101.059,63.2302,17.6158,441.067,192.486,231.296,3.96477,34.4784,41.1384,29.715,68.509,0.160919
2020/9/27,2020/9/27 12:00,2020/9/27 12:00,8,42,24,17,28,0.8,28.8002,312.016,0.0155143,58.8985,3.18971,109.475,0,0.668974,1068.87,101.001,234.975,49.9837,422.554,719.008,863.979,3.37693,30.9297,35.2266,26.2203,80.4517,0.156746
2020/9/27,2020/9/27 13:00,2020/9/27 13:00,7,37,45,20,55,0.8,29.8612,314.906,0.0152771,54.2782,3.40106,101.125,0,0.851919,1240.81,100.938,294.339,57.0618,422.971,796.256,956.802,4.32356,40.278,39.0991,29.1196,76.6202,0.170251
2020/9/27,2020/9/27 14:00,2020/9/27 14:00,7,36,54,19,89,0.8,30.6653,313.194,0.0151784,51.2876,3.0677,92.623,0,0.81162,1366.46,100.878,212.926,38.893,455.331,460.706,553.597,4.16369,45.0629,36.1189,27.2533,72.9963,0.170094
2020/9/27,2020/9/27 15:00,2020/9/27 15:00,6,35,52,20,81,0.7,30.4289,309.347,0.0154281,52.8748,3.71055,63.852,0,0.792562,999.355,100.84,131.855,25.9866,456.239,258.227,310.292,5.77923,63.9865,37.1274,28.7709,61.9145,0.189227
2020/9/27,2020/9/27 16:00,2020/9/27 16:00,6,36,46,18,68,0.8,30.5064,312.088,0.0158631,54.0908,3.43913,76.5976,0.106943,0.727369,1036.48,100.811,196.527,39.6148,454.806,468.255,562.667,3.69045,75.9296,32.8335,26.0793,44.7397,0.182799
2020/9/27,2020/9/27 17:00,2020/9/27 17:00,6,43,48,13,45,0.8,30.4537,311.162,0.0160867,55.0381,3.72835,93.1368,0.326596,0.761108,1084.49,100.823,180.539,35.6995,450.867,382.679,459.837,2.58497,70.5251,28.1168,22.0066,47.7683,0.17795
2020/9/27,2020/9/27 18:00,2020/9/27 18:00,6,55,45,17,16,0.8,28.9795,305.22,0.0165384,62.0193,3.26052,74.9095,1.66553,0.845216,596.632,100.886,60.3261,10.8974,452.877,21.9182,26.3375,4.20478,99.3802,31.8538,24.2117,13.9836,0.239182
2020/9/27,2020/9/27 19:00,2020/9/27 19:00,7,55,41,17,7,0.8,28.3041,304.054,0.0166193,65.0255,2.55724,39.8233,0.979803,0.856171,310.278,100.939,42.94,9.07479,440.986,32.7232,39.3211,4.49222,93.113,31.2955,22.0858,12.0361,0.236821
2020/9/27,2020/9/27 20:00,2020/9/27 20:00,7,54,38,12,3,0.8,27.3576,302.62,0.0172487,71.6372,2.67203,18.6354,0.167008,0.777743,130.504,101.012,34.6855,5.9195,448.674,0,0,3.99209,88.454,26.8108,18.0161,10.2615,0.23881
2020/9/27,2020/9/27 21:00,2020/9/27 21:00,6,52,52,14,0,0.8,27.998,302.656,0.0171147,68.3283,1.41272,72.6786,0.00410096,0.848327,631.932,101.051,17.6171,4.67936,451.023,0,0,0.946962,96.3676,16.5635,12.6069,0.0171974,0.297419
2020/9/27,2020/9/27 22:00,2020/9/27 22:00,6,48,38,11,0,0.7,26.4338,301.333,0.0174093,76.6756,2.90521,24.4811,0.72374,0.890315,179.19,101.105,29.6434,5.16078,446.763,0,0,4.6301,90.5092,18.2374,14.0143,1.99E-08,0.377097
2020/9/27,2020/9/27 23:00,2020/9/27 23:00,6,47,38,15,0,0.8,26.1212,300.783,0.0164063,73.6916,2.97867,9.89514,0.021041,0.889862,207.617,101.111,25.6532,5.30687,441.019,0,0,14.6561,95.3009,36.6972,29.0077,1.64E-08,0.613301
2020/9/28,2020/9/28 0:00,2020/9/28 0:00,7,46,27,15,0,0.8,25.864,300.108,0.0181581,82.8073,0.892318,74.4462,1.22169,0.825435,206.722,101.016,12.8848,2.56451,444.359,0,0,3.52227,86.6081,34.8044,19.3141,2.42679,0.213318
2020/9/28,2020/9/28 1:00,2020/9/28 1:00,6,46,36,14,0,0.7,25.2846,299.607,0.0181155,85.6784,0.995604,344.689,0.697489,0.795171,188.003,101.017,13.834,2.05165,440.186,0,0,4.34208,75.0193,31.9792,18.8729,15.3055,0.188495
2020/9/28,2020/9/28 2:00,2020/9/28 2:00,6,42,37,11,0,0.7,24.6347,299.076,0.017458,86.0119,3.47202,38.4968,0.531858,0.986989,249.872,101.005,24.0752,3.36854,439.219,0,0,13.8967,69.9624,7.36023,5.56599,9.90282,0.255569
2020/9/28,2020/9/28 3:00,2020/9/28 3:00,7,38,31,10,0,0.6,24.7386,298.907,0.0164024,80.2789,3.086,46.5746,1.78572,0.844624,318.311,101,17.0968,4.37856,437.364,0,0,18.7732,76.311,14.7278,11.4199,0.0868287,0.465789
2020/9/28,2020/9/28 4:00,2020/9/28 4:00,7,37,30,13,0,0.6,24.9229,298.766,0.0159671,77.2624,3.46805,49.6697,0.00151587,0.738326,197.313,101.022,12.3209,4.59635,432.722,0,0,18.8914,76.4393,17.586,13.4985,0.292077,0.424891
2020/9/28,2020/9/28 5:00,2020/9/28 5:00,7,36,30,11,0,0.6,24.9382,298.665,0.0160224,77.4788,3.73991,57.7657,0,0.643445,316.689,101.051,10.784,4.36342,432.554,0,0,14.5484,71.8959,19.6023,14.7248,1.69938,0.248385
2020/9/28,2020/9/28 6:00,2020/9/28 6:00,7,35,28,15,0,0.7,24.6078,297.933,0.0157699,77.8947,3.47964,57.4274,0,0.805248,148.818,101.09,2.94748,2.48988,405.04,0,0,21.3302,73.1411,25.6604,19.8484,1.46611,0.371118
2020/9/28,2020/9/28 7:00,2020/9/28 7:00,7,31,32,7,2,0.7,24.7367,299.013,0.0156236,76.5671,3.33336,56.0935,0,0.611651,413.264,101.116,20.2062,7.80613,405.011,82.2482,98.8316,23.7982,72.3854,25.7645,20.3416,7.66611,0.542752
2020/9/28,2020/9/28 8:00,2020/9/28 8:00,8,31,36,11,4,0.7,25.4032,302.621,0.0154152,72.4513,3.37329,54.2873,0,0.437807,545.543,101.133,84.5981,20.7788,405.36,282.937,339.985,20.1398,70.8483,35.6033,29.0045,15.0025,0.476638
2020/9/28,2020/9/28 9:00,2020/9/28 9:00,9,31,39,8,10,0.7,25.4032,302.621,0.0154152,72.4513,3.37329,54.2873,0,0.437807,545.543,101.133,84.5981,20.7788,405.36,282.937,339.985,17.7353,62.9817,40.8626,33.3462,28.3899,0.368684
2020/9/28,2020/9/28 10:00,2020/9/28 10:00,10,30,43,15,27,0.7,26.2893,306.636,0.0155223,69.0294,3.14037,59.5544,0,0.459912,694.498,101.166,157.625,32.4753,408.012,474.225,569.841,17.5613,63.2759,42.696,34.9874,38.4363,0.339747
2020/9/28,2020/9/28 11:00,2020/9/28 11:00,11,35,66,17,44,0.7,27.3232,310.304,0.0155459,64.7825,3.12539,59.6953,0,0.406099,744.492,101.13,226.678,43.0269,411.166,632.599,760.148,17.2626,62.2135,42.3585,34.2916,51.1716,0.308359
2020/9/28,2020/9/28 12:00,2020/9/28 12:00,12,35,70,25,66,0.7,28.4151,313.401,0.0155721,60.5763,2.99801,66.2343,0,0.426755,860.799,101.046,277.627,51.4627,415.72,739.8,888.963,15.9261,60.0881,38.0966,30.3872,63.8776,0.282167
2020/9/28,2020/9/28 15:00,2020/9/28 15:00,7,37,66,39,145,0.7,31.4419,317.799,0.0154346,49.6891,2.30301,85.0988,0,0.595608,1376.44,100.813,291.048,54.8095,431.654,718.336,863.172,4.90079,30.9216,33.5565,26.6415,106.686,0.200467
2020/9/28,2020/9/28 16:00,2020/9/28 16:00,7,43,61,33,148,0.8,31.5088,310.993,0.0156493,50.1396,2.0316,139.088,0,0.870661,1289.25,100.748,113.091,16.6656,463.412,118.88,142.849,2.12001,34.2608,22.2029,17.6145,89.3294,0.179536
2020/9/28,2020/9/28 17:00,2020/9/28 17:00,7,59,66,44,128,0.8,31.8367,310.229,0.0154486,48.5017,2.43998,95.8609,0.0357323,0.826635,1240.6,100.729,96.0439,20.3542,463.209,157.546,189.312,2.8083,46.4887,19.8744,15.1276,62.0727,0.180199
2020/9/28,2020/9/28 18:00,2020/9/28 18:00,7,70,65,47,101,0.8,29.0441,307.805,0.0170537,63.6485,4.21362,154.004,1.25282,0.711095,548.039,100.814,137.361,23.5957,428.634,229.469,275.736,3.65738,48.6579,24.4334,16.7937,44.2021,0.162782
2020/9/28,2020/9/28 19:00,2020/9/28 19:00,7,88,80,50,60,0.9,29.6044,305.185,0.0172026,62.0365,4.97309,146.662,0.588862,0.57257,668.729,100.845,61.2353,11.5476,429.889,35.5588,42.7285,2.9115,43.5293,22.5177,14.5777,43.1846,0.147646
2020/9/28,2020/9/28 20:00,2020/9/28 20:00,7,87,60,55,37,0.8,28.6694,303.378,0.0176627,67.554,5.08417,150.019,0,0.547008,699.907,100.933,38.8944,6.38672,427.289,0,0,3.18091,43.1803,20.8457,13.3512,40.6156,0.144342
2020/9/28,2020/9/28 21:00,2020/9/28 21:00,8,100,62,51,12,0.8,28.3833,303.071,0.0176672,68.8154,4.42738,144.519,0,0.752008,502.267,100.981,34.5116,6.13568,451.098,0,0,7.03842,47.5509,18.7839,12.1309,32.1292,0.144185
2020/9/28,2020/9/28 22:00,2020/9/28 22:00,9,100,65,55,3,0.9,27.9985,302.218,0.0179912,71.7899,4.43266,134.402,0,0.643559,549.879,101.003,23.4903,3.83833,424.692,0,0,7.89339,73.8074,18.9156,12.7167,6.11448,0.16749
2020/9/28,2020/9/28 23:00,2020/9/28 23:00,9,99,73,56,0,1,27.7333,301.754,0.017897,72.6034,4.26122,120.471,0,0.821412,429.422,101.003,18.3224,3.2255,422.631,0,0,6.25364,76.3659,17.8876,12.03,5.23095,0.158996
2020/9/29,2020/9/29 0:00,2020/9/29 0:00,10,89,70,55,0,1,26.8985,300.818,0.0184491,78.7746,3.16114,111.074,0,0.594691,394.777,100.918,12.751,1.84094,421.306,0,0,6.21474,86.2275,22.6011,13.9236,0.00800219,0.237312
2020/9/29,2020/9/29 1:00,2020/9/29 1:00,11,82,91,52,0,1,26.7194,300.489,0.0184481,79.6284,3.51687,110.245,0,0.477864,394.079,100.882,10.9807,1.74324,420.472,0,0,4.49469,85.6059,21.6078,13.0213,0.0127102,0.211863
2020/9/29,2020/9/29 2:00,2020/9/29 2:00,12,73,87,52,0,1,26.5811,300.272,0.0184549,80.3166,2.78896,105.487,0,0.44049,307.931,100.841,7.91074,1.27081,419.891,0,0,3.987,82.8546,22.7803,13.4707,0.00297524,0.197856
2020/9/29,2020/9/29 3:00,2020/9/29 3:00,12,65,86,51,0,1,26.4947,300.052,0.0184799,80.8779,3.03296,115.025,0,0.715928,211.958,100.861,6.25334,1.20783,419.778,0,0,4.12554,79.6745,24.6065,14.3078,0.00895563,0.197315
2020/9/29,2020/9/29 4:00,2020/9/29 4:00,11,60,75,43,0,0.9,26.3334,299.839,0.0185121,81.84,2.45725,105.307,0,0.73481,150.022,100.859,4.50897,0.877205,420.089,0,0,4.57874,77.8181,25.6619,14.344,0.0297368,0.20409
2020/9/29,2020/9/29 5:00,2020/9/29 5:00,10,58,72,42,0,0.9,26.0668,299.53,0.0183115,82.3354,1.24441,74.2513,0,0.762429,130.536,100.88,3.68813,0.418798,420.168,0,0,12.6139,83.1606,32.0633,17.8073,6.27E-05,0.321566
2020/9/29,2020/9/29 6:00,2020/9/29 6:00,10,55,74,45,0,0.9,25.9883,299.445,0.0183039,82.7274,1.83603,56.66,0,0.761577,102.462,100.903,3.61737,0.560393,419.361,0,0,19.3656,83.322,33.6639,19.7498,0.426412,0.369508
2020/9/29,2020/9/29 7:00,2020/9/29 7:00,14,52,64,37,4,1,26.3253,300.63,0.0181862,80.4764,2.77527,71.4204,0.0315595,0.736732,347.536,100.903,18.0647,5.52845,441.52,51.002,61.2854,16.2532,74.4508,27.4414,17.6023,5.3262,0.278684
2020/9/29,2020/9/29 8:00,2020/9/29 8:00,16,51,64,35,19,1,26.96,303.622,0.0177876,75.6548,3.57768,88.3819,0.00153971,0.760822,496.182,100.913,73.596,17.5348,424.085,242.707,291.644,7.20384,68.5228,26.6022,17.9929,9.40549,0.211405
2020/9/29,2020/9/29 9:00,2020/9/29 9:00,15,45,63,43,45,0.8,26.96,303.622,0.0177876,75.6548,3.57768,88.3819,0.00153971,0.760822,496.182,100.913,73.596,17.5348,424.085,242.707,291.644,6.19727,55.0556,24.0479,16.2642,23.074,0.210017
2020/9/29,2020/9/29 10:00,2020/9/29 10:00,12,41,55,32,73,0.7,27.5654,303.982,0.0174541,71.5028,3.80421,101.336,0.0649762,0.775014,586.954,100.938,70.6072,14.0716,446.699,145.745,175.131,6.57381,52.6185,20.6289,14.7364,29.4244,0.231283
2020/9/29,2020/9/29 11:00,2020/9/29 11:00,11,35,51,34,93,0.7,28.4824,308.893,0.0172593,66.7609,3.73297,104.356,0.0340705,0.713004,751.099,100.903,172.236,34.9732,448.459,475.38,571.229,5.50006,59.9576,20.4208,15.3683,26.4324,0.222435
2020/9/29,2020/9/29 12:00,2020/9/29 12:00,10,26,42,22,126,0.6,29.4482,313.302,0.0172904,62.9343,3.2424,118.123,0.000575066,0.523016,881.815,100.808,252.972,48.2186,430.662,690.045,829.176,3.42026,44.0791,16.1803,12.2549,45.2647,0.177978
2020/9/29,2020/9/29 13:00,2020/9/29 13:00,9,26,58,23,153,0.6,30.2065,315.22,0.0176498,61.2443,3.82607,140.207,0.440944,0.997282,1033.58,100.714,307.467,57.7332,433.706,767.717,922.509,1.88252,21.1094,11.0746,8.37713,78.727,0.135096
2020/9/29,2020/9/29 14:00,2020/9/29 14:00,8,25,68,33,158,0.6,30.9896,316.768,0.0174035,57.4813,3.54526,147.768,0.63561,0.367019,1187.1,100.605,319.6,59.3807,433.617,782.901,940.755,1.25525,22.8086,8.03992,5.64622,74.5282,0.132136
2020/9/29,2020/9/29 15:00,2020/9/29 15:00,7,21,50,34,134,0.6,30.5319,314.904,0.0179847,61.0778,4.19997,136.312,1.9262,0.396126,799.149,100.574,300.485,53.4876,439.08,647.843,778.465,1.58236,31.5072,6.84385,4.49656,55.4749,0.147893
2020/9/29,2020/9/29 16:00,2020/9/29 16:00,7,17,33,22,113,0.6,29.8995,309.947,0.0180765,63.7934,3.19864,147.458,6.08458,0.47911,688.414,100.517,149.691,26.28,441.623,264.377,317.683,1.77251,33.3067,8.01723,5.12713,41.756,0.150609
2020/9/29,2020/9/29 17:00,2020/9/29 17:00,7,24,28,13,97,0.6,30.1289,308.437,0.0179758,62.5382,3.84211,145.028,5.2697,0.597568,859.55,100.505,118.266,22.2806,443.766,175.993,211.478,2.09966,36.4141,9.32291,5.4448,27.0346,0.152103
2020/9/29,2020/9/29 18:00,2020/9/29 18:00,7,34,29,11,69,0.6,29.5101,306.516,0.0182611,65.9988,4.95826,144.175,2.71243,0.944973,785.585,100.495,100.486,19.7092,440.273,119.666,143.794,2.84037,41.3078,10.0963,5.82009,14.1151,0.158551
2020/9/29,2020/9/29 19:00,2020/9/29 19:00,7,28,19,12,59,0.6,29.2054,304.317,0.0184788,68.1392,5.59459,144.085,1.75648,0.610348,538.752,100.611,53.1992,9.77066,439.828,14.0282,16.8566,2.65769,40.9511,9.90391,5.66743,9.38001,0.158984
2020/9/29,2020/9/29 20:00,2020/9/29 20:00,7,39,24,7,33,0.7,28.5699,303.192,0.0186803,71.7048,4.95962,142.326,0.00608444,0.456412,406.253,100.686,35.7872,6.27663,437.75,0,0,2.55957,40.8393,11.6517,6.80121,9.21488,0.160863
2020/9/29,2020/9/29 21:00,2020/9/29 21:00,7,40,26,11,24,0.7,28.2089,302.54,0.0189676,74.4804,5.01826,148.539,0,0.321946,564.487,100.715,28.669,4.92139,434.812,0,0,2.4987,38.5803,11.2243,6.50336,11.588,0.153655
2020/9/29,2020/9/29 22:00,2020/9/29 22:00,9,43,25,11,21,0.7,28.1175,302.468,0.0192254,75.9413,4.57947,149.264,0.0155525,0.800111,572.889,100.738,27.1551,4.85286,452.56,0,0,2.53448,33.8283,7.74439,4.5362,17.182,0.14291
2020/9/29,2020/9/29 23:00,2020/9/29 23:00,9,38,29,15,32,0.7,27.863,301.914,0.019373,77.723,4.69689,139.982,0.04529,1,495.188,100.71,20.4756,3.39102,432.104,0,0,2.45584,30.3095,6.82218,4.19423,22.879,0.13495
2020/9/30,2020/9/30 0:00,2020/9/30 0:00,9,36,41,16,33,0.7,27.4532,301.477,0.0196276,80.6609,3.85519,119.089,0,1,481.221,100.566,16.9401,2.74912,447.189,0,0,3.84502,24.562,5.71107,3.69151,36.187,0.111081
2020/9/30,2020/9/30 1:00,2020/9/30 1:00,9,34,42,25,28,0.7,27.2018,300.997,0.0196378,81.9622,3.36817,113.009,0,0.610322,398.806,100.546,11.0316,1.50954,428.589,0,0,2.19535,20.4895,5.39488,3.46015,39.3441,0.10492
2020/9/30,2020/9/30 2:00,2020/9/30 2:00,8,31,39,22,26,0.7,27.0143,300.864,0.0196359,82.9023,3.03831,113.991,0.0543098,0.743784,394.29,100.525,11.1204,2.05334,437.996,0,0,2.16942,22.4431,5.07636,3.33048,36.4946,0.106432
2020/9/30,2020/9/30 3:00,2020/9/30 3:00,8,29,32,23,23,0.7,26.8963,300.597,0.0196736,83.6752,2.81752,105.77,1.08727,0.672011,305.777,100.524,8.1021,1.92145,434.363,0,0,3.2594,38.3412,5.78624,3.89786,19.6826,0.119714
2020/9/30,2020/9/30 4:00,2020/9/30 4:00,9,43,36,22,8,0.7,26.8615,300.36,0.0192535,82.0776,3.21175,111.97,0.932313,0.793943,324.634,100.538,5.53781,2.20631,430.337,0,0,2.49234,56.2771,6.38896,4.49196,3.17033,0.137323
2020/9/30,2020/9/30 5:00,2020/9/30 5:00,9,38,34,22,10,0.7,26.6343,300.189,0.0192269,83.1712,3.23827,99.391,0.292696,0.78076,143.408,100.577,6.52673,2.08698,431.09,0,0,0.607436,40.5442,1.63493,1.18624,15.1491,0.126036
2020/9/30,2020/9/30 6:00,2020/9/30 6:00,9,26,30,22,19,0.7,25.1274,299.338,0.0193394,92.0405,4.12723,115.284,10.341,0.933573,63.9481,100.661,22.0334,2.23656,443.708,0,0,0.715551,45.9305,2.75492,2.12082,7.24765,0.155181
2020/9/30,2020/9/30 7:00,2020/9/30 7:00,10,37,27,23,10,0.8,25.2431,299.487,0.0195635,92.4538,1.60117,48.042,10.4949,0.880114,106.426,100.685,12.867,1.57655,439.78,8.47532,10.1842,4.04213,60.4399,8.34068,5.7945,2.67153,0.229113
2020/9/30,2020/9/30 8:00,2020/9/30 8:00,13,41,27,24,24,0.7,26.1599,300.404,0.0190057,84.8276,2.17021,78.0957,2.43012,0.969152,268.643,100.73,14.4207,4.10319,441.67,27.3274,32.8374,3.69664,59.967,10.025,7.46132,2.3971,0.204658
2020/9/30,2020/9/30 9:00,2020/9/30 9:00,9,33,47,22,52,0.7,26.1599,300.404,0.0190057,84.8276,2.17021,78.0957,2.43012,0.969152,268.643,100.73,14.4207,4.10319,441.67,27.3274,32.8374,2.75666,59.8983,11.0024,8.53755,14.5831,0.188918
2020/9/30,2020/9/30 10:00,2020/9/30 10:00,10,35,32,19,85,0.7,26.1862,300.924,0.0187744,83.7099,2.45492,64.433,6.2819,0.895655,295.692,100.791,23.8001,5.60428,447.142,33.9893,40.8424,2.47548,62.5153,5.63058,4.30756,10.0556,0.203364
2020/9/30,2020/9/30 11:00,2020/9/30 11:00,8,28,46,24,121,0.6,25.8357,304.502,0.0185865,84.7075,5.3478,42.7887,3.76522,0.970194,381.039,100.782,157.443,29.4144,442.956,410.079,492.762,0.96181,64.6815,3.92897,3.41779,8.66571,0.276404
2020/9/30,2020/9/30 12:00,2020/9/30 12:00,9,20,42,25,166,0.6,24.7029,299.713,0.0183076,89.5955,5.19719,44.0912,9.87264,0.943036,212.586,100.771,47.9484,5.61492,439.033,42.1788,50.6831,1.47715,64.7354,8.64742,7.03463,10.472,0.307215
2020/9/30,2020/9/30 13:00,2020/9/30 13:00,8,23,57,24,184,0.7,25.2368,304.731,0.0181664,85.9105,4.78832,40.4067,11.3291,0.784812,290.146,100.714,170.969,34.2326,438.032,487.185,585.415,5.79744,82.3953,15.0419,10.8846,6.90016,0.338608
2020/9/30,2020/9/30 14:00,2020/9/30 14:00,7,29,74,29,114,0.7,25.9035,302.036,0.0178241,80.7902,2.71773,43.4729,2.44589,0.851554,335.238,100.665,52.0414,10.7228,437.929,110.898,133.258,7.24383,87.5695,17.3338,12.4829,10.819,0.361697
2020/9/30,2020/9/30 15:00,2020/9/30 15:00,7,29,42,25,82,0.7,26.4932,303.16,0.0177587,77.537,1.64329,43.7907,0.56278,0.84536,419.521,100.621,49.9943,11.6694,442.74,127.686,153.431,8.58975,96.9051,21.2388,15.8333,10.7808,0.354488
2020/9/30,2020/9/30 16:00,2020/9/30 16:00,7,28,15,20,44,0.8,27.0852,305.732,0.0177491,74.6276,1.678,51.1033,0.0161934,0.814835,405.815,100.555,87.1226,22.1354,441.817,290.17,348.677,16.5987,106.921,24.9348,18.6432,2.17376,0.417788
2020/9/30,2020/9/30 17:00,2020/9/30 17:00,6,34,21,7,44,0.8,27.1235,302.89,0.0178857,75.0242,1.77951,121.599,0.000679016,0.917565,436.358,100.558,35.9976,8.03507,442.647,71.8213,86.3024,12.7983,103.688,25.1481,19.0563,0.65866,0.370246
2020/9/30,2020/9/30 18:00,2020/9/30 18:00,7,39,21,9,36,0.8,27.0819,301.821,0.0182759,76.8894,1.84957,130.758,0.176275,0.972646,422.671,100.594,20.2089,4.78113,444.593,24.7586,29.7505,5.38763,100.765,24.4943,18.4799,0.0389225,0.38154
2020/9/30,2020/9/30 19:00,2020/9/30 19:00,7,41,20,6,23,0.8,26.4344,300.55,0.0183473,80.438,1.03654,92.6646,0.546196,0.888272,252.747,100.664,11.3192,2.50936,442.969,2.612,3.13864,1.85224,117.9,4.78604,3.50828,1.78097,0.303296
2020/9/30,2020/9/30 20:00,2020/9/30 20:00,9,31,20,11,21,0.8,25.236,299.733,0.018552,87.7544,3.29897,51.1033,0.658089,0.949981,172.354,100.731,24.1561,3.26297,446.176,0,0,4.30583,118.659,28.3728,19.8897,0.876656,0.371558
2020/9/30,2020/9/30 21:00,2020/9/30 21:00,8,34,26,7,16,0.7,24.889,298.965,0.0184562,89.2768,1.56504,34.7619,10.1609,0.890016,87.1013,100.781,10.9265,0.792713,422.936,0,0,7.98877,120.619,24.0976,15.6556,0.0184093,0.387107
2020/9/30,2020/9/30 22:00,2020/9/30 22:00,8,34,30,11,13,0.8,25.192,299.179,0.0186919,88.7318,2.68406,48.8996,0.00847244,0.84301,117.71,100.809,12.3854,1.73849,438.003,0,0,13.3749,107.027,22.951,15.6341,0.00026503,0.40824
2020/9/30,2020/9/30 23:00,2020/9/30 23:00,8,33,27,10,13,0.7,25.4655,299.187,0.018561,86.5929,2.28171,68.2974,0,0.819755,117.291,100.793,7.1599,1.81693,438.846,0,0,3.98283,82.2757,20.6623,14.8419,0.759913,0.243046
2020/10/1,2020/10/1 0:00,2020/10/1 0:00,9,31,26,13,13,0.7,25.2965,300.433,0.0190605,89.7204,2.18944,42.7086,10.5343,0.841231,200.877,100.626,28.813,2.38837,445.209,0,0,0.844879,40.6358,4.76662,3.57809,50.181,0.15758
2020/10/1,2020/10/1 1:00,2020/10/1 1:00,9,35,26,9,8,0.8,26.1589,300.499,0.019027,84.8364,3.59576,107.405,1.58716,0.833452,317.849,100.625,22.4416,3.7089,441.645,0,0,0.974957,31.7302,11.1159,7.80786,55.4655,0.14094
2020/10/1,2020/10/1 2:00,2020/10/1 2:00,9,31,30,7,10,0.7,26.3844,300.28,0.0181308,79.6956,5.37873,96.2967,1.95669,0.79604,476.098,100.612,18.8492,5.43378,440.074,0,0,4.51087,50.8955,22.4054,14.937,23.3722,0.148825
2020/10/1,2020/10/1 3:00,2020/10/1 3:00,7,28,25,7,10,0.7,26.0388,299.97,0.0169743,76.2502,5.14615,83.4798,0.0488853,0.795811,487.68,100.617,19.0792,6.48442,442.542,0,0,8.41803,54.3119,29.4819,20.614,18.2908,0.160893
2020/10/1,2020/10/1 4:00,2020/10/1 4:00,7,30,19,7,6,0.7,25.6408,299.555,0.016385,75.5078,5.13239,79.7957,0,0.803413,437.659,100.671,18.6438,6.16329,439.452,0,0,10.6018,50.0365,30.7552,22.1959,25.7751,0.163064
2020/10/1,2020/10/1 5:00,2020/10/1 5:00,6,30,21,9,6,0.7,25.3561,299.166,0.0156097,73.28,5.34347,76.4713,0,0.767255,397.838,100.731,16.5806,6.18104,434.312,0,0,12.2574,50.8179,29.0137,21.2349,24.4834,0.159385
2020/10/1,2020/10/1 6:00,2020/10/1 6:00,7,27,18,15,8,0.7,25.1079,298.804,0.0147096,70.1902,5.81767,78.7358,0,0.778641,391.083,100.797,14.6739,6.55077,431.333,0,0,13.118,58.9147,30.8714,22.803,14.2496,0.166958
2020/10/1,2020/10/1 7:00,2020/10/1 7:00,7,24,20,10,12,0.7,25.1616,299.252,0.0141177,67.1881,5.72393,80.3277,0,0.792015,392.699,100.869,25.3624,11.4803,430.031,52.8286,63.4802,13.9256,62.6883,33.6506,24.9549,15.36,0.188036
2020/10/1,2020/10/1 8:00,2020/10/1 8:00,8,19,14,10,18,0.7,25.6436,301.217,0.0137564,63.5491,5.40056,83.1564,0,0.819017,514.081,100.925,65.456,19.4283,434.017,167.089,200.778,12.3367,63.9924,37.2897,27.7503,21.6279,0.191139
2020/10/1,2020/10/1 9:00,2020/10/1 9:00,9,19,18,9,21,0.7,25.6436,301.217,0.0137564,63.5491,5.40056,83.1564,0,0.819017,514.081,100.925,65.456,19.4283,434.017,167.089,200.778,10.0125,62.1077,37.5101,27.9381,32.737,0.193343
2020/10/1,2020/10/1 10:00,2020/10/1 10:00,12,16,18,12,36,0.7,26.6316,305.852,0.0136879,59.4511,4.86369,86.9741,0,0.659331,660.933,100.954,164.849,35.9329,409.301,458.469,550.909,8.94618,54.0031,36.0184,27.1632,49.0488,0.192332
2020/10/1,2020/10/1 11:00,2020/10/1 11:00,11,15,37,14,62,0.7,27.6731,309.708,0.0139617,56.8179,4.177,97.3778,0,0.596347,851.421,100.946,231.558,46.7291,410.58,624.963,750.972,7.05326,48.8523,35.1573,26.9285,60.3166,0.186233
2020/10/1,2020/10/1 12:00,2020/10/1 12:00,10,13,25,17,82,0.7,28.7323,312.591,0.0142997,54.455,4.33681,103.311,0,0.527453,1017.14,100.892,292.061,55.3603,415.492,736.391,884.867,5.84222,49.2868,34.9353,27.2002,62.8282,0.185535
2020/10/1,2020/10/1 13:00,2020/10/1 13:00,11,12,31,21,111,0.7,29.6812,314.573,0.0145018,52.0353,4.45016,105.097,0,0.592641,1229.84,100.819,328.729,60.344,419.984,789.002,948.085,5.14174,42.7437,36.5691,28.3241,74.1344,0.179793
2020/10/1,2020/10/1 14:00,2020/10/1 14:00,10,10,34,14,142,0.6,30.449,315.54,0.0145871,49.8825,4.62401,112.792,0,0.581288,1382.41,100.747,341.536,61.2901,423.877,779.846,937.083,5.08691,35.6343,36.8763,28.3956,85.4911,0.162288
2020/10/1,2020/10/1 15:00,2020/10/1 15:00,9,8,40,12,159,0.6,30.9623,315.417,0.0148035,49.023,4.80854,126.789,0,0.584103,1468.67,100.697,327.38,57.5996,426.743,709.401,852.435,5.17512,33.5547,36.4259,27.9959,91.2358,0.154403
2020/10/1,2020/10/1 16:00,2020/10/1 16:00,9,9,26,15,166,0.5,31.0571,314.083,0.014765,48.5865,5.10281,130.755,0,0.58691,1402.35,100.648,290.212,49.9591,427.439,582.812,700.323,5.54173,36.7725,35.2167,27.0579,87.3483,0.15299
