SO2,NO2,PM10,PM2.5,O3,CO,temp,humi,press,w_speed,w_dir
9,30,55,41,116,0.8,30.9,72,1001.8,2.5,237.1
8,27,34,25,89,0.8,30.2,74,1002.6,2.2,233.6
7,24,19,24,71,0.8,29.9,73,1003.4,2.4,230.4
8,22,19,14,66,0.7,29.5,74,1004.3,1.6,245.9
7,17,31,17,68,0.8,29.2,76,1004.6,1.2,266.3
5,14,20,17,74,0.7,29,75,1004.4,1,48.8
5,10,18,19,79,0.8,28.8,75,1004.1,0.8,58.1
5,15,18,18,69,0.8,28.5,76,1003.6,0.6,3.8
5,15,28,23,62,0.8,28.2,78,1003.4,0.5,36.8
5,12,31,25,58,0.7,28.3,79,1003.5,0.5,40.4
5,24,36,23,35,0.7,28.2,81,1003.8,0.5,57.7
5,27,41,25,29,0.8,28,82,1004,0.5,42.3
5,42,40,25,12,0.8,28,83,1004.2,0.4,77.8
5,33,38,29,26,0.9,29.5,76,1004.8,0.5,10.1
7,29,45,29,47,0.8,30.6,69,1005.2,1,40.5
7,27,56,27,68,0.7,31,66,1005.5,1.1,46.5
6,24,53,25,95,0.7,31.9,60,1005.3,1.2,80.8
6,17,53,25,146,0.7,32.9,58,1004.8,1,7.4
5,13,51,26,183,0.7,33.2,56,1004.2,1.2,45.6
5,13,45,26,211,0.7,33.7,54,1003.5,1.3,66.9
6,11,38,27,243,0.7,34.2,50,1002.9,1.6,92.8
6,17,65,27,274,0.7,33.7,52,1002.2,1.3,82
7,20,62,39,304,0.8,33.6,53,1002.2,1.5,101.1
7,30,78,50,300,0.8,33.3,56,1002.3,1.2,80.4
6,34,75,51,267,0.9,32.9,58,1002.7,1,82
5,27,69,51,232,0.9,32.2,61,1003.5,1.1,102.2
6,32,52,43,146,0.9,31.6,64,1004.3,1.2,106.8
6,24,48,34,86,0.8,30.8,69,1005.1,1.7,232.8
7,18,22,22,77,0.7,30.1,70,1005,1.1,299.2
8,15,23,18,68,0.7,29.6,72,1004.8,0.8,289.9
6,16,32,18,57,0.8,29.2,75,1004.5,0.7,69.5
7,24,32,16,44,0.8,29,76,1003.9,1.1,107.4
6,29,34,23,33,0.8,28.6,78,1003.8,0.7,56
6,22,27,22,38,0.7,28.5,77,1004.1,0.5,357.5
5,19,28,14,36,0.7,28.3,78,1004.5,0.4,315.4
6,26,36,23,23,0.8,28.3,81,1004.8,0.4,239
6,33,45,25,14,0.8,28.2,85,1005,0.7,256.6
8,34,38,39,22,0.9,29.3,79,1005.3,0.6,262.1
9,34,37,28,34,0.9,30.4,72,1005.9,0.9,103.9
12,34,47,28,55,0.9,31.5,68,1006.1,0.7,43.7
14,37,74,33,86,0.9,32.3,65,1005.8,0.8,237.5
11,18,69,38,216,0.7,33,60,1004.8,1.6,70.9
8,10,52,42,219,0.6,35.2,52,1004,0.9,331.8
6,13,57,36,237,0.6,34.6,53,1003.4,1.1,38.9
7,17,64,39,247,0.6,35.1,53,1002.8,1.3,247.5
7,17,54,37,245,0.6,35.3,51,1002.4,1.1,188.7
8,22,69,36,227,0.7,34.8,52,1002.7,0.9,257.3
8,24,64,41,180,0.7,33.9,56,1003,1.7,239.1
6,18,48,31,119,0.6,32.5,63,1004.1,2.3,224.1
6,16,30,23,84,0.6,31.6,66,1005,2.1,235.9
7,20,26,21,62,0.7,31.1,68,1005.5,1.3,238.6
8,25,26,16,48,0.7,30.7,70,1005.6,0.9,242
6,24,27,19,39,0.7,29.9,76,1005.3,0.4,293.6
12,27,21,20,33,0.8,29.5,78,1005,0.6,274.9
12,30,30,16,26,0.8,29.3,77,1004.7,1.2,262
10,31,29,18,27,0.7,29.1,76,1004.5,0.8,262
6,29,30,13,21,0.7,28.9,78,1004.7,0.6,261.9
5,30,36,17,18,0.6,28.6,79,1004.8,0.6,270.2
6,27,35,20,22,0.7,28.7,78,1004.9,0.5,262.4
6,21,24,14,34,0.6,29,74,1005.2,0.6,260.6
7,38,35,11,16,0.7,29.6,74,1005.7,0.9,265.1
10,29,43,17,37,0.7,30.2,69,1006.1,1,269.4
9,20,40,23,59,0.6,31.1,65,1006.2,1.2,262.5
15,19,38,20,88,0.7,32.6,58,1006.4,0.9,229.7
13,20,61,22,154,0.6,33.4,57,1006,1,283.9
10,31,93,31,156,0.8,31.9,64,1005.4,1,35.2
6,30,54,43,117,0.7,30.8,68,1004.7,1.6,13.5
6,27,34,33,171,0.7,32.4,62,1003.8,1.1,3.3
8,21,85,39,271,0.7,33.3,59,1003.4,1,22.7
8,25,87,54,248,0.7,33.7,58,1002.8,0.8,345.2
5,34,79,51,150,0.7,32.3,62,1003.1,1.7,336.2
5,51,57,37,79,0.7,31.5,64,1003.6,1.1,53.5
5,57,45,33,73,0.8,31,68,1004.2,0.7,61.4
7,58,88,38,88,0.9,30.4,78,1004.6,1,91.2
8,38,66,64,100,0.9,30.3,77,1005.2,0.8,83.4
7,68,45,56,29,1,30,74,1005.6,0.6,257.9
8,90,43,48,0,1,29.7,73,1005.2,0.6,268.4
8,90,58,40,0,1,29.2,76,1004.5,0.3,346.6
7,95,62,49,0,1.1,29.1,77,1004.1,0.6,293.9
8,88,71,46,0,1,29,76,1003.3,0.7,271.1
9,84,74,51,0,1,28.8,77,1003.1,1,282.8
19,82,88,56,0,1,28.5,80,1003,1,277.1
21,72,84,62,2,1,28.2,82,1003.2,0.4,298.8
16,64,65,56,8,1,28.3,81,1003.2,0.7,287.9
20,70,62,56,13,1.1,29.2,77,1003.4,0.9,289.7
20,59,64,53,38,1,30.8,70,1003.7,1,321
16,53,73,49,65,0.9,32,64,1003.6,1.4,297.9
14,46,89,54,111,0.9,33.2,61,1003.2,1.6,320.2
12,29,90,52,198,0.9,34.4,57,1002.2,1.9,329.5
10,20,94,57,264,0.8,35.4,55,1000.9,1.8,334.1
8,12,78,64,239,0.7,36.4,52,999.8,1.7,333.1
7,10,58,41,222,0.6,37.1,49,999.1,1.7,345.8
7,8,67,37,194,0.6,37,49,998.8,2.2,1.3
6,9,49,35,177,0.6,37.3,48,998.4,2.2,336.4
6,11,57,32,162,0.6,37,49,998.3,1.7,329.4
6,14,58,33,124,0.6,36.4,50,998.4,1.4,323.5
6,20,56,29,111,0.7,35.8,53,998.8,1.5,298
8,36,62,39,71,0.8,35,58,999.1,1.2,280.5
12,42,63,43,46,0.8,34.2,62,999.3,1.3,260.6
10,42,58,48,40,0.8,33.6,64,999.1,1.4,263.5
12,32,67,44,48,0.8,33.1,66,998.7,1.8,256.4
12,27,61,47,50,0.8,32.8,67,998.6,1.1,261.3
16,30,62,41,46,0.8,32.9,65,998,1.8,281.9
20,33,73,48,44,0.8,32.8,66,997.7,1.9,283.8
15,32,72,49,47,0.8,32.4,66,997.8,1.8,343.8
7,18,65,46,62,0.8,29.8,75,997.5,1.3,265.8
10,27,53,48,46,0.8,31,70,997.7,1.2,256.3
12,29,59,46,51,0.9,31.3,67,997.9,1.5,287
13,38,69,47,51,0.9,31.6,65,998.2,1.4,281
13,41,63,53,58,0.9,32.3,63,998.6,1.1,287.6
10,34,76,51,81,0.9,32.3,63,999.4,1.3,289.7
7,36,92,48,78,0.9,29.9,75,999.9,2.2,269.3
7,22,55,55,69,0.7,29,77,999.6,2.1,259.6
5,15,26,35,59,0.6,28.4,77,999.4,2.3,257.3
5,17,33,19,60,0.7,27.9,83,998.8,2.2,238.4
4,15,34,26,81,0.7,28.3,83,997.8,3.4,243.6
4,13,30,37,72,0.7,28.6,79,997.2,2,252.6
4,21,36,27,57,0.7,28.7,79,997.3,1.6,239.7
5,34,55,28,58,0.9,28.1,85,997.9,1.4,233.4
13,66,74,46,33,1.1,27.9,88,998.4,1.9,226.6
8,35,55,61,50,0.9,27.3,91,999.4,1.6,233.5
5,9,15,47,66,0.7,25.9,93,1000.1,0.9,240.5
4,13,5,-3,61,0.7,26,94,1000.4,1.2,235.9
5,22,14,6,45,0.8,26.5,92,1000.7,0.9,242
7,24,28,20,41,0.8,26.6,92,999.7,0.7,282
5,17,21,26,45,0.8,26.9,93,999.1,0.8,92.1
6,34,42,38,30,1,27,94,1000,1.2,65.5
6,13,47,51,56,0.8,27,90,999.6,1.7,302.4
5,6,18,30,68,0.6,26.8,85,1000,1.4,9.9
4,4,18,17,68,0.6,26.5,84,1000.5,1.7,310.3
5,4,16,9,63,0.5,26.2,86,1001,2.4,256.3
4,4,9,6,63,0.5,26.1,87,1002,2.1,294.4
4,9,5,3,62,0.6,25.8,87,1002.9,1.4,355.8
4,16,16,4,48,0.7,26,90,1003.3,1.5,25.9
4,14,9,6,48,0.6,25.9,89,1004.5,1.1,268.8
4,21,10,4,47,0.7,27.5,84,1004.4,1.3,97.5
5,29,35,10,33,0.6,28.2,83,1004.2,1.2,98.3
6,27,20,10,33,0.6,29.2,80,1003.6,0.6,73.2
5,23,26,10,40,0.5,27.4,87,1002.9,1.9,119.3
5,21,7,10,33,0.5,27.3,87,1002.8,1.3,104.7
5,29,11,8,23,0.6,27.8,86,1003.1,1.3,91
6,36,23,12,18,0.7,27.7,83,1003.8,1,105.7
4,32,28,17,16,0.6,27.4,86,1004.4,1.8,125.6
8,40,15,7,7,0.6,27.3,88,1005,1.3,113.2
8,46,19,13,0,0.6,27.1,92,1005.6,0.8,74.5
7,48,25,13,0,0.6,27.4,93,1006.1,1.1,90.3
8,49,19,12,0,0.6,27.9,91,1006.4,1.2,106.7
6,37,30,13,8,0.6,28,91,1006.2,1.2,113.2
4,30,24,13,8,0.5,27.7,92,1005.6,0.8,96
5,38,24,10,1,0.6,27.5,92,1005.3,1.1,91.8
5,29,17,11,12,0.5,27.1,91,1005.1,1.2,103.7
5,25,4,5,13,0.5,26.6,92,1005.2,1.3,87.9
4,24,11,0,11,0.5,26.6,92,1005.3,1.3,80.5
4,29,11,0,4,0.6,26.6,93,1006,1,48.9
4,30,8,2,6,0.7,27.4,89,1006.7,1.5,62.3
4,36,26,6,8,0.8,28.1,88,1007.2,1.6,74.7
5,33,22,13,28,0.7,29.3,81,1007.4,2.1,76.8
4,11,23,7,70,0.4,32.5,68,1004.7,0.7,327.8
5,23,33,10,46,0.5,31.3,73,1005.2,0.9,107.8
4,23,12,8,34,0.6,30.7,72,1005.6,1.3,105.1
4,21,16,10,30,0.5,30.3,73,1005.9,0.9,98.8
4,23,22,10,23,0.6,29.6,76,1006.4,0.7,15.2
5,35,35,11,11,0.6,29,80,1006.8,0.6,31.5
5,39,30,11,5,0.7,28.8,81,1007.3,0.6,55.6
5,27,24,12,11,0.6,28.4,83,1007.3,0.4,351.5
4,31,21,14,2,0.7,28.2,85,1007.1,0.4,48.9
4,31,33,12,0,0.7,27.9,87,1006.9,0.3,309.2
4,29,32,13,0,0.6,27.7,88,1006.5,0.4,300.3
5,32,30,12,0,0.6,27.6,87,1006,0.4,232.1
5,28,24,13,1,0.7,27.6,87,1005.8,0.4,265.6
6,33,33,10,0,0.7,27.7,88,1005.8,0.5,263.1
7,31,39,17,2,0.7,27.9,89,1006.1,0.7,262.5
12,29,32,14,7,0.7,28.9,83,1006.6,0.9,302.5
17,36,45,22,20,0.7,30.1,76,1007,1.5,334.7
14,44,53,21,50,0.7,31.5,69,1006.8,1.5,321.7
12,40,76,27,131,0.7,32.6,65,1006.4,1.9,343.5
8,28,73,35,180,0.7,33.7,62,1005.5,1.9,347
6,19,58,32,212,0.6,34.6,58,1004.3,2,358
5,13,52,29,209,0.5,34.8,56,1003.5,2.2,3.4
5,10,36,24,185,0.5,35.2,54,1003.1,2,24.1
4,11,39,16,174,0.5,35.5,53,1002.8,1.3,41
4,12,37,20,147,0.5,35.4,53,1002.3,1.3,30.5
4,20,38,12,125,0.5,35.4,55,1002.3,0.8,8.6
4,39,38,16,87,0.6,34.6,58,1001.9,1.2,13.8
5,39,39,21,68,0.6,33.8,61,1001.9,1.3,33.3
5,61,36,21,28,0.7,33.2,64,1002.6,1,72.5
5,80,40,21,5,0.8,32.6,67,1003.3,1,86.6
6,45,60,29,85,0.7,31.9,72,1003.6,2.1,110.7
5,32,46,37,60,0.6,31,75,1003.3,1.9,117.4
5,23,27,34,66,0.6,30.4,77,1003.4,2,118
4,12,25,28,71,0.6,30,78,1003.7,1.5,112
5,14,32,23,67,0.5,29.7,76,1003.2,1.4,82.2
5,27,35,17,41,0.5,29.2,78,1003.1,1.1,56.2
5,31,32,16,35,0.5,29.2,76,1003,1.3,68.1
5,33,33,14,32,0.6,29.1,76,1003,1.5,55.2
7,40,48,18,22,0.7,29.2,79,1003.1,1.9,54.7
7,31,46,28,26,0.6,30.1,74,1003.7,2.7,67.1
6,20,27,19,25,0.5,30.8,69,1004.1,3,77.1
6,16,39,8,30,0.5,30.9,69,1004.2,3,80.8
5,15,32,6,50,0.5,31.5,67,1004.2,3,73.4
5,14,34,8,79,0.5,32.2,64,1004.1,2.8,75.5
5,15,41,7,129,0.4,32.9,62,1003.6,2.5,102.8
5,11,38,7,129,0.4,33.2,61,1003.2,2.2,120
4,10,34,8,80,0.4,32.6,64,1002.9,2,98.8
4,16,32,7,49,0.4,31.2,70,1002.7,2.1,102.8
4,13,10,8,37,0.4,30.4,73,1002.5,1.8,101.8
5,18,13,6,17,0.4,30.2,71,1002.4,2.3,117.7
7,21,4,1,7,0.4,29.8,72,1002.9,2.1,116
7,29,13,0,0,0.5,29.6,75,1004.1,1.3,98.5
6,28,7,2,0,0.5,29.4,75,1004.5,1.4,108.5
10,28,16,3,0,0.5,29.3,76,1005.3,1.3,102.9
10,28,13,7,0,0.5,29.2,77,1005.7,0.8,103.1
9,27,23,8,0,0.6,28.7,81,1005.7,0.5,61
6,27,18,7,0,0.5,28.5,83,1005.4,0.9,62.4
5,24,24,5,0,0.5,28.3,84,1005.2,1.2,62.4
4,23,13,0,0,0.5,27,91,1004.7,0.6,65.7
5,22,18,0,0,0.5,27,91,1004.8,0.8,65
5,20,23,2,0,0.6,27.3,90,1005,1.1,83.9
4,20,18,9,4,0.6,28,86,1005.6,1.3,80.8
4,18,26,8,10,0.6,28.2,84,1006,1.5,100.2
4,12,20,2,32,0.5,28.9,76,1006.9,1.3,94
4,14,24,4,51,0.5,27.6,82,1006.3,1.5,247.5
4,15,9,5,49,0.5,27.6,79,1005.8,2,116
4,9,22,0,82,0.5,29.5,70,1005.2,1.3,88.4
3,14,27,2,72,0.5,29.3,72,1005,1.4,79.5
5,14,14,5,61,0.5,29.4,72,1004.7,1.2,69.1
4,19,19,6,41,0.5,29.3,72,1004.4,1.1,75.2
6,31,19,4,23,0.5,29,74,1004.7,1.4,108.6
6,35,28,7,11,0.6,28.7,75,1005.3,0.9,49.9
5,30,18,9,15,0.6,28.5,75,1006,0.9,65.8
4,29,22,16,14,0.6,28.6,76,1007.1,0.7,27
5,39,24,7,2,0.6,28.3,79,1007.1,0.9,58.4
7,40,30,12,0,0.6,28.3,78,1007.3,0.7,85.2
7,47,27,12,2,0.6,28.1,79,1006.9,0.8,73
6,52,30,11,5,0.7,27.7,82,1006.3,0.9,54.2
5,56,28,12,0,0.7,27.4,85,1005.7,0.5,39.4
8,51,38,24,0,0.7,27.3,88,1005.6,0.7,35.1
12,46,38,17,0,0.7,27.2,88,1005.5,0.9,60.3
15,40,44,20,0,0.7,27.1,88,1005.6,0.8,52.6
14,35,41,20,1,0.7,27,88,1006.1,1.1,81.4
6,17,18,15,24,0.5,27,81,1006.6,1.8,128.5
5,17,7,1,27,0.5,28.3,76,1007.2,1.3,87.6
5,21,26,1,24,0.5,28.5,77,1007.6,1.5,50.5
5,30,29,4,20,0.6,28.5,78,1007.4,1.2,10.5
5,36,26,8,32,0.6,29.3,75,1006.7,0.8,12.1
6,23,38,12,106,0.6,30.1,71,1006,2.3,65.9
5,21,37,16,131,0.5,30,71,1005.3,2,64.6
5,19,36,17,149,0.6,30.1,71,1004.8,1.8,76.1
5,18,33,20,117,0.5,30.3,68,1004.3,1.4,56.9
5,24,33,13,88,0.6,29.2,73,1004.3,2.5,48.6
4,24,23,9,42,0.5,27,82,1004.7,2.3,74.9
4,28,13,7,19,0.5,26.1,89,1005,1.5,86.9
4,34,8,8,11,0.5,26,91,1005.6,1.3,66.4
4,43,13,6,2,0.6,26.2,91,1006.3,1.2,57.3
6,46,19,9,1,0.7,26.6,91,1006.6,1.2,53.2
6,47,29,15,0,0.8,26.7,91,1007.1,1.1,33.5
7,44,26,20,0,0.7,26.7,90,1007.1,1,47.8
10,42,25,14,0,0.8,26.7,90,1006.7,1.3,45.6
10,39,30,21,0,0.8,26.7,89,1006.4,1.2,33.8
10,38,27,13,0,0.7,26.8,88,1006.2,1.2,35.3
10,37,25,12,0,0.7,26.7,88,1005.8,1.1,57.7
10,36,28,11,0,0.7,26.6,88,1005.3,0.6,62.9
11,36,26,14,0,0.7,26.6,88,1005.4,1.1,33.6
11,35,28,14,1,0.7,26.8,88,1005.7,0.8,35.7
13,30,27,18,8,0.7,27.6,83,1006,1.6,26.2
10,21,32,16,25,0.6,28.6,76,1006.4,2.1,29.7
8,19,35,5,41,0.6,29.6,72,1006.9,2.3,38.3
6,15,40,8,75,0.5,30.6,67,1006.5,2.7,41.6
4,10,56,12,63,0.4,26.4,89,1004.1,2.3,98.1
4,28,4,5,12,0.6,25.8,90,1004.6,1.8,36.9
5,36,9,6,5,0.6,25.9,91,1005.1,1.9,29.5
6,38,15,4,4,0.7,26.2,90,1005.8,1.7,33.9
4,36,12,6,4,0.6,26.4,88,1006.1,1.5,28
5,32,16,5,5,0.6,26.5,88,1006.8,1.6,32.9
5,30,14,3,5,0.5,26.5,87,1006.7,1.3,34.7
5,28,6,2,5,0.5,26.2,88,1006.1,1.1,50.4
6,29,12,2,2,0.6,26.3,87,1005.8,1.6,44
8,30,20,2,2,0.6,26.1,88,1005.2,1.5,45.4
8,28,17,7,3,0.6,26,89,1005,1.3,39.6
7,28,22,8,1,0.6,25.7,91,1005,1.2,37.7
6,26,13,6,2,0.5,25.9,89,1005.2,1.4,34.6
6,23,22,4,2,0.5,26,88,1005.5,1.4,29.7
6,21,20,5,4,0.7,26.1,88,1005.9,1.5,28.5
6,20,22,6,6,0.7,26.8,84,1006.4,1.9,38.4
7,18,26,6,9,0.6,27,83,1007,2.3,59
4,29,22,6,0,0.6,26.4,90,1006,1.5,45.2
6,38,28,7,0,0.7,26.6,90,1006.4,1.8,40.3
6,27,15,13,0,0.6,26.4,87,1007.1,1.6,42
6,25,14,8,0,0.6,26,86,1007.6,1.8,36.1
5,26,14,5,0,0.5,25.8,87,1007.6,1.5,28.9
5,28,20,3,0,0.5,25.7,87,1007.3,1.5,32.7
5,27,2,5,3,0.5,25.7,86,1006.7,1.7,31.6
5,29,15,2,1,0.5,25.5,86,1006.1,1.6,35.3
5,30,19,1,0,0.5,25.5,86,1005.6,1.5,33.7
5,28,15,4,3,0.5,25.6,85,1005.4,1.7,29.9
5,29,24,3,2,0.5,25.6,85,1005.5,1.4,27.1
5,29,23,4,0,0.5,25.5,85,1005.5,1.6,33.9
5,28,20,5,2,0.5,25.6,85,1005.5,1.6,32.9
5,23,18,5,11,0.6,26.5,80,1005.7,1.9,34
6,20,26,11,23,0.6,27.6,75,1006,2.3,40.9
6,22,40,13,33,0.6,28,73,1006.3,2.5,40.2
9,22,34,17,42,0.7,28.6,73,1006.3,2.8,52.7
8,15,47,21,86,0.6,29.5,69,1005.9,2.8,40.5
7,11,41,20,115,0.6,30.4,67,1003.9,2.8,38.1
6,15,39,19,101,0.6,30.6,66,1003.1,2.9,37.9
6,13,36,18,96,0.6,31.1,64,1002.5,2.7,40.1
6,17,38,16,85,0.6,31.2,63,1002.1,2.5,35.5
5,20,40,21,70,0.6,30.8,64,1002.1,2.6,60.9
4,17,37,16,50,0.5,26,87,1003.1,2.3,83.4
4,29,10,6,24,0.5,25.6,90,1003.4,1.2,55.5
5,37,8,4,14,0.6,26,90,1004,0.8,39
6,46,21,7,2,0.7,26.3,92,1004.4,0.7,48.7
7,48,20,10,2,0.7,26.7,91,1004.6,1.2,27.4
6,31,17,12,18,0.6,26.6,89,1004.4,1.9,37
6,28,16,10,22,0.6,26.2,89,1003.9,2,35
6,23,15,6,23,0.6,26.2,88,1003.4,1.6,37.8
6,21,22,7,23,0.5,26.2,86,1002.8,1.8,31.6
6,23,13,9,17,0.5,26.2,86,1002.4,1.7,32
6,25,19,7,14,0.5,26.3,85,1002.7,1.6,45.1
6,34,25,6,2,0.6,25.9,89,1003,1,68
6,32,23,12,7,0.6,25.8,89,1003.2,1.4,36.1
7,30,29,16,9,0.7,26.4,85,1003.5,1.6,41.4
6,27,33,21,14,0.7,27.2,81,1003.9,1.9,40.9
6,25,42,16,20,0.7,27.2,80,1004.3,2.1,38.9
7,20,34,19,36,0.7,27.8,78,1004.2,2.6,20.6
6,17,39,23,67,0.7,29.2,71,1003.5,2.9,37.9
7,12,46,22,94,0.6,29.8,69,1002.6,3.2,56.3
7,14,38,21,95,0.6,29.7,70,1001.9,2.8,44.8
8,16,38,27,91,0.6,29.8,71,1001.4,1.9,48.7
8,15,41,21,100,0.6,30.2,69,1001,2.1,64.1
6,12,46,23,63,0.5,27,82,1001.5,2.6,100.5
5,19,10,7,26,0.5,25.7,88,1001.7,1.8,111.1
5,36,13,6,9,0.6,26,90,1001.7,1.1,80.9
4,43,16,7,4,0.7,26,91,1002.2,1,66.5
5,49,19,10,0,0.7,26.3,90,1002.4,0.7,47.7
5,49,31,13,0,0.7,26.5,89,1002.8,1,34.1
6,46,36,17,0,0.7,26.6,89,1003.1,1,63.3
9,46,30,13,0,0.7,26.6,89,1003.1,1.2,56.7
6,43,20,14,1,0.6,26.4,90,1002.7,1.1,60.7
5,37,25,15,4,0.6,26.4,90,1002.1,1.2,68.4
6,37,26,12,3,0.6,26.4,90,1001.7,1.1,59.9
7,39,27,14,0,0.6,26.4,90,1001.6,0.9,44.8
9,37,31,12,0,0.6,26.4,90,1001.7,1,49.7
9,36,35,17,0,0.6,26.2,91,1001.8,1,46.3
8,35,29,19,1,0.7,26.3,90,1002.2,1.1,50.9
12,31,34,16,6,0.8,27.1,87,1002.5,1.6,53.5
15,25,32,17,21,0.7,28.4,79,1002.6,2.6,40
12,21,29,16,38,0.6,29,75,1002.8,2.9,38.9
8,17,29,12,49,0.6,29.2,73,1003,3,44
7,13,20,11,66,0.5,29,74,1002.6,2.7,52.5
7,11,22,7,115,0.6,29.9,71,1001.8,2.7,51.6
7,10,26,12,129,0.6,30.7,68,1000.8,2.5,48.9
6,12,29,18,129,0.6,31.4,65,999.9,2.5,50.2
6,13,26,13,105,0.5,31.7,63,999.2,2.5,49.9
5,15,22,9,102,0.5,31.4,64,999.3,3.2,79.9
4,19,39,8,62,0.5,28.3,79,999.8,2.6,121.2
4,29,11,8,38,0.6,28.4,79,1000.1,1.7,120
4,32,21,6,26,0.5,28.5,77,1000.6,1.6,96.9
4,31,20,7,18,0.5,28.6,76,1001.3,1.6,102
4,39,16,4,8,0.5,28.4,77,1001.9,1.1,95
4,42,29,4,5,0.6,28.1,80,1002.2,1.2,74.8
5,49,25,6,0,0.7,27.8,82,1001.9,0.9,68.4
5,39,20,10,8,0.6,27.9,79,1001.4,1.3,77.7
5,30,19,11,11,0.5,27.7,78,1001.2,0.8,64.8
5,41,22,7,2,0.6,27.4,82,1000.7,0.8,38.2
6,42,29,7,0,0.6,27.2,84,1000.4,0.7,54
5,42,42,13,0,0.6,27,88,1000.5,0.9,38.9
6,40,44,13,0,0.8,27,87,1000.6,0.8,35.9
7,38,50,22,1,0.8,27,87,1001,0.7,40.3
9,39,45,21,4,0.9,27.9,82,1001.4,0.8,29.5
12,36,41,19,19,0.8,29.2,75,1001.9,1.8,59.2
14,24,37,17,44,0.7,30.2,70,1002.2,2.1,54.9
9,15,23,17,72,0.6,31.2,63,1002.1,1.8,49.8
7,10,22,11,102,0.6,32.1,59,1001.4,2,57.5
7,10,30,10,159,0.5,32.7,57,1000.8,2.4,62.5
6,8,32,17,170,0.6,33.4,54,1000,1.8,64.5
6,8,29,17,184,0.6,33.8,53,999.6,1.8,77.7
6,7,41,21,180,0.6,34.2,51,999,1.5,84.3
6,15,34,21,210,0.6,34.2,53,998.6,1.3,73.8
6,18,48,29,205,0.6,34,53,998.8,0.8,78.5
6,31,48,29,192,0.7,33.2,56,999.3,0.6,67.8
5,33,61,30,168,0.8,32.4,61,1000,1,56.1
6,34,51,30,120,0.7,31.9,64,1001.1,0.9,62.7
5,29,59,25,100,0.7,29.2,80,1002,1.4,323.5
4,27,44,28,66,0.7,27.8,90,1002.2,0.4,234.9
4,33,24,27,22,0.7,27.7,92,1001.9,0.4,335
5,36,27,22,5,0.6,27.8,89,1001.7,0.4,251.2
5,32,25,13,9,0.6,28,86,1001.2,0.4,253.8
6,29,35,14,8,0.6,28,86,1001.1,0.4,235
6,30,33,13,4,0.6,27.9,87,1001,0.3,241.1
6,37,29,17,1,0.6,27.8,87,1001.4,0.6,245.6
7,40,36,22,0,0.6,27.7,88,1001.9,0.6,266.1
9,35,37,17,4,0.6,27.9,86,1002.2,0.5,270.5
8,26,25,19,15,0.6,29.7,78,1002.6,0.4,238.8
13,32,29,17,32,0.7,31.4,70,1003.2,0.6,245.2
10,34,51,27,83,0.8,31.9,69,1003.5,0.7,242.6
10,29,67,40,149,0.8,32.2,68,1003.4,1.2,32.6
8,25,61,48,207,0.8,33.4,64,1003,1.3,24.2
6,19,63,45,244,0.8,34.2,60,1002.2,1.4,9.9
6,14,43,45,242,0.7,35.2,55,1001.1,1.4,5.6
6,18,54,37,272,0.8,35.4,53,1000.4,1.4,357.6
6,19,60,40,295,0.8,36.4,50,1000,1.1,336.4
5,24,66,39,273,0.8,36,51,999.8,0.7,333
5,20,59,41,273,0.8,36.2,52,1000.1,0.5,318.7
6,41,76,41,234,0.9,34.3,59,1000.5,0.7,205.1
8,54,96,51,164,1.1,33.5,63,1001.2,0.5,251.3
9,57,94,69,128,1.1,32.9,64,1001.7,0.8,252.7
16,33,84,69,159,1,31.8,70,1002.7,1.8,247.1
10,22,63,56,104,1,31.2,75,1003.1,1.6,236.3
16,37,41,41,66,0.9,30.9,77,1003.2,1.2,238.9
15,35,46,37,62,0.9,30.7,77,1002.9,0.9,240.7
14,30,48,35,57,0.8,30.6,78,1002.7,1.1,241.9
13,24,50,39,51,0.9,30.2,81,1002.5,0.8,275.6
19,21,49,35,52,0.7,29.8,83,1002.5,0.8,349.5
22,18,35,27,54,0.7,29.5,84,1002.6,0.6,42.4
15,21,36,26,42,0.7,29.2,85,1002.5,0.3,302.3
11,25,34,30,36,0.8,29.3,85,1003,0.6,256.1
9,23,38,35,47,0.8,30.2,81,1003.5,0.7,265.9
10,19,36,35,87,0.8,31.7,72,1004,0.7,296.8
10,15,44,34,115,0.8,32.6,68,1004.2,1,5.5
8,12,58,41,147,0.8,32.8,67,1004,1.4,44.6
7,11,63,40,175,0.8,34.2,62,1003.3,0.7,343.2
7,7,56,43,194,0.8,35.6,55,1002.3,0.8,246.9
6,6,54,45,191,0.7,35.2,55,1001.4,0.8,57.4
5,18,69,41,171,0.8,34,60,1000.8,1.3,357.7
12,16,49,42,162,0.7,31.7,61,1000.7,2.6,238.9
12,26,27,23,150,0.7,32.9,57,1000.7,1.6,229
6,26,64,28,152,0.9,32.8,65,1001.1,1.8,233.5
7,21,62,44,125,0.8,31.9,69,1001.7,2,244.1
6,19,48,33,102,0.8,31,70,1002.3,0.6,287.9
6,32,50,35,72,0.9,30.7,72,1002.8,0.5,294.8
9,34,49,38,60,0.9,30.6,71,1003.4,0.6,247.5
16,27,47,35,67,0.9,30.6,71,1003.6,1.2,243.8
29,26,55,36,57,1,30.2,76,1003.8,1.1,259
29,26,49,41,52,1,29.9,80,1003.5,0.9,275.1
20,21,51,41,59,0.9,29.9,81,1003.1,1,241.7
