,Time1,Time2,temp_2m,temp_0,BS,humi,w_speed,w_dir,rain,cloud,high,press,GRTL,QRTL,CBFS,DBFS,sunFS,SO2,NO2,PM10,PM2.5,O3,CO
9882,2020/12/8,2020/12/8 18:00,21.168,297.665,0.009538,58.8857,3.92875,132.374,0,0.777791,329.567,101.482,75.8701,6.57946,359.25,93.7672,112.673,6.62728,19.0007,57.088,49.1953,71.9233,0.0910018
9883,2020/12/8,2020/12/8 19:00,20.115,295.409,0.0104065,68.786,3.30266,134.403,0,0.803564,336.863,101.526,41.4349,0.313454,395.781,0,0,6.0705,22.4529,58.513,49.7361,63.8985,0.0927233
9884,2020/12/8,2020/12/8 20:00,19.9127,294.072,0.0105717,70.8174,2.85144,137.828,0,0.931975,386.218,101.553,16.3234,0.139358,356.309,0,0,6.15693,60.0091,64.6878,55.4262,22.9662,0.110564
9885,2020/12/8,2020/12/8 21:00,20.0022,294.339,0.0105021,69.9603,2.98939,124.143,0,0.885186,379.943,101.574,20.1384,0.29836,397.484,0,0,13.4245,80.7317,63.6939,54.7375,2.5028,0.129936
9886,2020/12/8,2020/12/8 22:00,19.9556,294.195,0.0106267,71.009,2.24346,109.413,0,0.857011,345.351,101.581,15.0875,0.282139,399.656,0,0,23.6532,81.799,61.3003,51.4511,0.507278,0.144251
9887,2020/12/8,2020/12/8 23:00,19.5213,292.947,0.0103291,70.9752,1.84468,87.0662,7.02E-07,0.78336,246.663,101.563,3.34548,0.0435022,355.178,0,0,33.1967,77.9868,63.1722,52.1402,0.717359,0.176415
9936,2020/12/9,2020/12/9 0:00,17.2301,290.453,0.00720935,57.4887,2.02588,354.103,0,0.964314,228.937,101.51,0.888437,0.209844,339.729,0,0,8.95727,17.8754,54.7467,49.7365,63.2776,0.109187
9937,2020/12/9,2020/12/9 1:00,17.4005,291.224,0.00713882,56.2889,3.01605,11.3233,0,0.923943,71.8367,101.502,10.9587,0.462237,389.944,0,0,8.05618,10.9956,58.7585,53.9302,68.164,0.0984651
9938,2020/12/9,2020/12/9 2:00,15.7957,289.274,0.00692074,60.6557,1.99915,317.281,0,0.777688,27.2202,101.509,4.03177,0.169046,334.719,0,0,7.87335,7.52761,62.404,57.5832,71.7928,0.0925156
9939,2020/12/9,2020/12/9 3:00,15.6352,289.047,0.00686999,60.8515,2.93814,307.898,0,0.668167,29.6609,101.505,3.96692,0.194786,331.709,0,0,7.69332,6.59037,63.0149,58.0016,71.4724,0.089281
9940,2020/12/9,2020/12/9 4:00,14.7377,288.08,0.00680595,64.0026,3.57176,293.737,0,0.593996,21.1379,101.533,3.40999,0.178228,328.689,0,0,7.25469,6.27016,63.0542,58.1634,70.3641,0.0851951
9941,2020/12/9,2020/12/9 5:00,14.3392,287.575,0.00676995,65.3953,3.81507,291.919,0,0.742473,77.1506,101.561,1.59435,0.169214,328.455,0,0,6.8737,6.53835,65.4539,59.9636,70.1191,0.084285
9942,2020/12/9,2020/12/9 6:00,13.9577,287.115,0.00674469,66.8521,4.15648,295.035,0,0.742143,80.2887,101.59,0.137485,0.161007,327.584,0,0,6.57663,8.82971,70.2955,63.7345,67.3594,0.085778
9943,2020/12/9,2020/12/9 7:00,13.6991,286.773,0.00677019,68.2947,4.04678,292.668,0,0.80416,83.7843,101.618,-1.44924,0.145335,327.473,0,0,6.45674,11.7818,74.7315,67.8984,62.8264,0.0908815
9944,2020/12/9,2020/12/9 8:00,15.2975,290.235,0.00704412,63.888,3.52582,298.767,0,0.75817,77.7727,101.634,35.7115,7.25814,330.621,160.502,192.864,6.34793,13.7436,75.1413,68.242,57.771,0.0958128
9945,2020/12/9,2020/12/9 9:00,15.2975,290.235,0.00704412,63.888,3.52582,298.767,0,0.75817,77.7727,101.634,35.7115,7.25814,330.621,160.502,192.864,6.40166,13.3428,70.4996,64.6814,60.7004,0.0954481
9946,2020/12/9,2020/12/9 10:00,17.0585,292.951,0.00744216,60.0934,2.64682,318.449,0,0.872933,253.185,101.636,47.9773,9.0877,386.529,154.613,185.787,6.19791,10.3495,64.9822,59.9055,67.4687,0.0924748
9947,2020/12/9,2020/12/9 11:00,17.9386,294.61,0.00764168,58.2289,2.9246,334.705,0,0.940148,392.293,101.605,67.7059,11.3124,389.106,190.839,229.317,6.45718,8.31109,62.8085,57.9308,75.6914,0.0922132
9948,2020/12/9,2020/12/9 12:00,18.9227,295.321,0.00784628,56.034,2.01562,324.167,0,0.937499,491.934,101.534,50.9529,10.0187,392.205,162.313,195.04,9.12957,13.7459,57.2835,52.8721,83.6665,0.0942177
9949,2020/12/9,2020/12/9 13:00,20.2752,296.994,0.00821956,53.7358,2.44961,341.902,0,0.929017,698.297,101.459,62.4459,13.1128,396.866,210.706,253.19,15.5271,38.9276,48.615,44.6849,89.3574,0.10813
9950,2020/12/9,2020/12/9 14:00,21.577,301.887,0.00854423,51.3265,0.731015,111.123,0,0.92028,819.288,101.372,109.889,21.8354,400.829,402.176,483.265,14.0367,45.3814,40.2216,36.9982,83.9515,0.114057
9951,2020/12/9,2020/12/9 15:00,22.4774,303.212,0.00874359,49.5476,0.909841,133.175,0,0.881096,815.646,101.298,119.824,21.9038,405.582,384.09,461.533,9.16928,35.521,38.6187,35.3918,71.4094,0.108809
9952,2020/12/9,2020/12/9 16:00,22.9917,301.734,0.00892342,48.9048,2.26209,115.538,0,0.824302,876.394,101.235,102.512,17.5044,408.38,265.675,319.242,7.26846,17.5091,45.361,40.923,80.224,0.100875
9953,2020/12/9,2020/12/9 17:00,22.0229,299.152,0.00905422,52.7823,2.98361,143.882,0,0.830512,434.291,101.229,77.8331,11.3906,405.61,149.585,179.746,8.26665,23.4591,42.4347,36.1468,66.4318,0.102091
9954,2020/12/9,2020/12/9 18:00,20.7153,296.096,0.00930633,59.0296,3.6759,133.868,0,0.803453,319.985,101.277,46.2331,4.47093,402.072,40.2208,48.3304,8.2094,32.0625,39.6351,29.8646,48.7452,0.10719
9955,2020/12/9,2020/12/9 19:00,19.938,294.411,0.0106996,71.397,3.61289,135.491,0,0.745853,323.785,101.331,25.8681,0.292156,399.234,0,0,6.4834,35.8444,39.7619,27.8544,44.2618,0.102346
9956,2020/12/9,2020/12/9 20:00,19.6543,293.171,0.0111842,76.0506,3.45525,129.962,0,0.853341,305.909,101.38,6.40222,0.0760525,355.144,0,0,5.9729,56.3765,43.0482,29.6273,21.4836,0.110166
9957,2020/12/9,2020/12/9 21:00,19.349,292.489,0.0113701,78.8908,2.8139,134.088,0,0.762966,327.97,101.42,-0.12869,-0.0904466,354.565,0,0,7.18951,78.9694,43.3155,29.8921,2.07454,0.129538
9958,2020/12/9,2020/12/9 22:00,19.1342,292.175,0.0114516,80.5932,2.34854,136.301,0,0.581245,297.89,101.446,-1.3218,-0.74643,353.833,0,0,27.8417,86.2881,48.6804,34.1726,0.0246538,0.166191
9959,2020/12/9,2020/12/9 23:00,18.636,291.686,0.0113086,82.197,1.36243,124.36,0,0.576581,186.23,101.433,-1.22267,-0.787654,353.441,0,0,31.4417,78.0603,55.4426,40.5888,0.0110536,0.174801
10008,2020/12/10,2020/12/10 0:00,17.9745,291.131,0.00975733,74.0144,1.91321,78.0103,0,0.690514,173.022,101.389,0.0767608,-0.0891701,350.169,0,0,28.4104,64.6573,54.2214,42.0024,0.0745246,0.157862
10009,2020/12/10,2020/12/10 1:00,18.1612,291.777,0.0097806,73.2831,1.97066,78.0894,0,0.85153,56.4988,101.376,5.66696,0.341467,398.01,0,0,21.9191,56.9533,53.067,40.7211,0.308386,0.141577
10010,2020/12/10,2020/12/10 2:00,18.4003,291.946,0.00971135,71.6302,1.61697,72.9826,0,0.869231,78.2504,101.365,4.80625,0.275204,397.926,0,0,13.263,50.52,46.107,36.0066,5.76271,0.118582
10011,2020/12/10,2020/12/10 3:00,18.6714,292.077,0.00915332,66.3292,0.171209,98.0011,0,0.813229,313.969,101.361,3.10674,0.194596,399.04,0,0,9.04997,49.3402,63.2233,49.9806,11.2417,0.135172
10012,2020/12/10,2020/12/10 4:00,18.0557,291.72,0.00893817,67.438,2.2625,320.886,0,0.757665,79.9483,101.382,6.49549,0.306483,392.849,0,0,8.72499,30.0308,69.8226,57.1674,28.7422,0.159825
10013,2020/12/10,2020/12/10 5:00,17.7381,291.415,0.00849492,65.4619,2.63937,308.54,0,0.763318,28.1392,101.418,7.56654,0.326351,391.292,0,0,6.75721,18.7593,65.448,55.4585,38.5947,0.127604
10014,2020/12/10,2020/12/10 6:00,17.2664,290.997,0.00814253,64.7476,3.27252,320.363,0,0.789138,83.6245,101.467,9.97209,0.335939,389.721,0,0,5.76198,12.4879,69.6657,61.7768,48.6881,0.0992283
10015,2020/12/10,2020/12/10 7:00,17.1026,290.781,0.00793299,63.7816,2.98295,313.351,0,0.827825,55.3017,101.496,8.37808,0.339456,388.887,0,0,6.05287,13.072,69.4941,62.119,51.2684,0.0967851
10016,2020/12/10,2020/12/10 8:00,17.0994,291.206,0.00784198,63.0818,3.77078,310.237,0,0.870501,123.704,101.525,18.9973,3.45584,388.698,36.7214,44.1254,6.08631,12.2799,71.0905,64.3092,56.027,0.0932567
10017,2020/12/10,2020/12/10 9:00,17.0994,291.206,0.00784198,63.0818,3.77078,310.237,0,0.870501,123.704,101.525,18.9973,3.45584,388.698,36.7214,44.1254,5.98572,9.40264,64.5317,58.7634,63.2224,0.0923708
10018,2020/12/10,2020/12/10 10:00,17.966,293.13,0.00797843,60.6555,4.07476,317.409,0,0.868687,250.912,101.554,44.7318,8.41048,394.534,119.787,143.939,6.4343,7.15616,68.545,63.2416,71.2293,0.0950678
10019,2020/12/10,2020/12/10 11:00,18.6531,294.272,0.00798338,58.0228,4.10777,331.213,0,0.872449,295.598,101.536,56.0697,10.3386,396.405,149.28,179.379,6.53992,4.69918,65.0419,60.3727,81.8419,0.0967681
10020,2020/12/10,2020/12/10 12:00,19.3048,298.079,0.00788624,54.9142,4.36716,339.925,0,0.919127,346.399,101.489,144.629,22.3802,396.29,397.918,478.149,6.11393,3.2651,57.5606,53.3675,90.769,0.0960311
10021,2020/12/10,2020/12/10 13:00,21.3275,301.675,0.00820996,50.1307,4.48965,349.622,0,0.814474,594.437,101.404,193.329,29.1031,403.514,498.57,599.095,5.37865,2.75871,48.6839,44.9104,95.8968,0.093492
10022,2020/12/10,2020/12/10 14:00,22.8774,305.179,0.00851522,47.0516,3.98266,352.96,0,0.812135,845.483,101.325,237.521,34.8716,392.257,606.699,729.025,5.07982,3.17965,48.645,44.7806,97.8415,0.0927848
10023,2020/12/10,2020/12/10 15:00,23.5781,305.571,0.00869896,45.9412,3.83349,352.007,0,0.922499,868.047,101.258,223.573,32.2789,373.911,557.108,669.436,5.2702,4.53685,52.2785,47.8821,97.4272,0.094543
10024,2020/12/10,2020/12/10 16:00,23.6907,301.968,0.008721,45.6999,3.75387,345.489,0,0.897694,807.267,101.194,118.454,16.2983,413.997,199.402,239.606,5.55695,7.34111,57.2662,52.0857,92.1107,0.0979071
10025,2020/12/10,2020/12/10 17:00,23.7939,300.541,0.00883133,45.9691,3.9713,340.89,0,0.843274,540.182,101.178,81.9275,13.4621,414.661,147.881,177.697,5.3163,10.7298,56.3593,50.9326,86.4007,0.100423
10026,2020/12/10,2020/12/10 18:00,23.268,298.186,0.00870809,46.8776,4.61456,338.076,0,0.902934,383.01,101.202,41.9344,4.8202,412.448,26.1973,31.4793,5.27634,14.215,57.6575,51.3564,79.2591,0.103608
10027,2020/12/10,2020/12/10 19:00,23.1991,297.257,0.00871732,47.157,4.56806,345.536,0,0.92913,246.774,101.251,20.486,0.649231,414.448,0,0,6.30834,39.232,61.3348,55.0671,50.4254,0.111635
10028,2020/12/10,2020/12/10 20:00,22.8725,296.35,0.00877031,48.4717,3.62597,0.0997009,0,0.863884,98.0127,101.316,5.84662,0.541502,395.34,0,0,6.47501,76.7504,53.2637,45.532,24.4046,0.124519
10029,2020/12/10,2020/12/10 21:00,21.2346,295.242,0.0108383,66.5559,2.65422,96.7921,0,0.881802,321.495,101.376,12.8514,0.353737,405.469,0,0,7.24989,74.4924,52.0365,42.3162,21.8073,0.127692
10030,2020/12/10,2020/12/10 22:00,20.2659,294.317,0.0115554,75.5609,3.04636,113.74,0,0.883006,220.461,101.422,15.0436,0.221717,395.452,0,0,20.1908,95.7372,55.2807,44.7777,1.83247,0.178624
10031,2020/12/10,2020/12/10 23:00,19.9404,293.369,0.0118225,78.9363,2.54814,119.393,0,0.905319,199.304,101.405,3.67078,0.0199361,360.21,0,0,40.4439,94.4197,49.0622,39.8838,0.00175002,0.198547
10080,2020/12/11,2020/12/11 0:00,19.2466,292.605,0.0123207,85.9991,1.92116,125.078,0,0.754891,66.8157,101.354,2.5209,-1.15881,356.128,0,0,40.3828,75.5641,49.996,36.4108,0.20701,0.223825
10081,2020/12/11,2020/12/11 1:00,18.7514,292.031,0.0117854,84.9326,0.439905,356.662,0,0.79383,128.459,101.33,1.57387,-0.492804,356.301,0,0,47.5216,72.9329,56.0929,40.2643,0.000265716,0.213078
10082,2020/12/11,2020/12/11 2:00,18.7303,291.913,0.0117242,84.5879,0.742372,120.829,0,0.722737,283.52,101.307,0.39565,-0.567952,355.55,0,0,20.4961,63.6101,51.2732,35.1397,0.231001,0.155058
10083,2020/12/11,2020/12/11 3:00,18.4248,291.552,0.0112675,82.9216,1.8097,325.058,0,0.6947,80.35,101.3,-0.276319,-0.906765,352.694,0,0,8.57566,29.2232,76.3879,62.0953,29.1133,0.127699
10084,2020/12/11,2020/12/11 4:00,17.2809,290.436,0.00868417,68.8828,2.79889,296.074,0,0.686789,62.6009,101.314,0.0623927,0.447224,347.714,0,0,7.84089,13.0874,75.3046,67.0535,48.5314,0.114234
10085,2020/12/11,2020/12/11 5:00,17.124,290.224,0.00848227,67.9873,2.45169,298.763,0,0.641752,31.9708,101.329,-0.614632,0.29945,346.402,0,0,8.05458,10.5535,75.3395,67.4596,54.754,0.107811
10086,2020/12/11,2020/12/11 6:00,16.5702,289.528,0.00832575,69.2315,3.39931,299.123,0,0.6848,55.1378,101.362,-2.97042,0.45754,343.416,0,0,7.45934,13.0997,80.4282,71.7286,52.9081,0.102376
10087,2020/12/11,2020/12/11 7:00,16.1089,289.068,0.00820589,70.365,3.74529,310.938,0,0.65228,69.831,101.395,-3.2773,0.455233,341.966,0,0,7.28963,16.4276,80.9749,71.3767,49.0736,0.103269
10088,2020/12/11,2020/12/11 8:00,17.4786,292.452,0.00833253,65.3057,2.68751,296.317,0,0.696413,37.9196,101.41,30.1559,7.44338,342.649,157.682,189.475,7.23137,14.864,73.2968,65.3164,54.1988,0.103332
10089,2020/12/11,2020/12/11 9:00,17.4786,292.452,0.00833253,65.3057,2.68751,296.317,0,0.696413,37.9196,101.41,30.1559,7.44338,342.649,157.682,189.475,11.4103,30.4226,62.7618,56.4348,65.3405,0.108714
10090,2020/12/11,2020/12/11 10:00,19.6583,295.609,0.00857476,58.3113,2.11136,289.938,0,0.822294,274.572,101.413,43.1435,9.9216,397.328,160.267,192.581,20.8085,59.4665,48.7915,44.521,48.8746,0.137256
10091,2020/12/11,2020/12/11 11:00,20.6629,297.62,0.00863074,54.9893,1.57081,142.2,0,0.849253,433.121,101.384,55.2686,12.251,401.47,202.241,243.018,17.794,48.3548,46.4822,42.8865,83.0504,0.129773
10092,2020/12/11,2020/12/11 12:00,22.0436,304.041,0.00876567,51.078,1.27752,139.649,0,0.777069,638.739,101.316,152.858,29.1334,356.636,586.256,704.46,14.9735,41.2206,43.3032,40.1423,109.537,0.127602
10093,2020/12/11,2020/12/11 13:00,23.3931,307.493,0.00894257,47.7745,0.633621,182.953,0,0.809722,830.462,101.234,191.495,32.8731,362.613,634.991,763.022,13.9482,43.8655,38.0418,35.3778,114.266,0.129521
10094,2020/12/11,2020/12/11 14:00,24.3556,308.392,0.00912079,45.8081,1.82349,142.229,0,0.750563,966.926,101.159,217.086,34.1982,366.679,625.262,751.331,11.4984,50.9491,44.1409,40.9888,104.475,0.130022
10095,2020/12/11,2020/12/11 15:00,25.0375,308.247,0.0093498,44.9457,2.26846,101.593,0,0.744252,976.217,101.085,209.113,31.8404,369.498,557.736,670.19,9.92324,43.5926,57.2582,52.3697,89.5946,0.12862
10096,2020/12/11,2020/12/11 16:00,24.5639,306.239,0.00995123,49.2597,2.99688,102.466,0,0.798552,506.672,101.029,188.573,25.5783,370.115,438.097,526.429,9.62969,33.3896,64.1012,57.8534,86.506,0.12332
10097,2020/12/11,2020/12/11 17:00,23.1098,302.805,0.0102595,55.6899,3.32011,131.612,0,0.817204,303.82,101.029,145.468,16.405,366.833,277.766,333.771,9.39226,36.4474,63.9424,55.5695,68.372,0.120378
10098,2020/12/11,2020/12/11 18:00,22.0954,299.094,0.0106808,61.8907,2.99517,116.973,0,0.783121,305.779,101.092,75.0098,6.21415,363.782,96.8704,116.402,8.311,19.6248,57.6256,47.3799,72.2409,0.110987
10099,2020/12/11,2020/12/11 19:00,20.7954,295.844,0.0114131,71.9336,2.79349,140.668,0,0.873254,213.352,101.157,32.3068,0.145101,360.143,0,0,6.81679,13.8741,50.3227,39.0912,73.4528,0.102081
10100,2020/12/11,2020/12/11 20:00,20.6344,295.715,0.0118832,75.7159,3.12045,137.902,8.88E-06,0.916552,230.869,101.208,35.2741,0.268897,405.697,0,0,4.92725,12.2135,44.8351,33.3492,73.6263,0.0965101
10101,2020/12/11,2020/12/11 21:00,20.3759,295.111,0.0122229,79.2347,3.19579,144.544,2.97E-05,0.967521,211.769,101.265,28.8296,0.211572,403.79,0,0,3.84016,12.4429,38.2584,26.9623,70.1569,0.0933643
10102,2020/12/11,2020/12/11 22:00,20.3148,294.817,0.0123409,80.3456,2.64879,149.236,0,0.759917,234.434,101.302,21.3205,0.186572,402.249,0,0,3.75921,14.9716,37.0618,25.9575,64.7424,0.0955348
10103,2020/12/11,2020/12/11 23:00,20.0092,294.463,0.0122991,81.6537,2.32725,161.867,0,0.797853,163.765,101.284,18.8147,0.174086,402.946,0,0,3.49368,12.2132,34.2698,23.9958,66.3622,0.0932353
10152,2020/12/12,2020/12/12 0:00,18.815,292.206,0.0122767,88.0455,1.52879,193.737,0,0.614854,75.8234,101.26,2.92058,-1.51297,348.901,0,0,3.70373,12.4756,40.0428,29.3453,72.9125,0.0941223
10153,2020/12/12,2020/12/12 1:00,18.572,291.81,0.0117679,85.7294,1.04865,171.751,0,0.518593,94.0322,101.245,1.06353,-0.851165,347.51,0,0,3.61899,16.7667,37.9075,28.199,64.7992,0.0998119
10154,2020/12/12,2020/12/12 2:00,18.0723,291.286,0.0114327,86.0402,0.669082,170.294,0,0.504754,20.6538,101.238,0.781104,-0.638825,345.691,0,0,4.37257,46.2747,40.1009,30.4664,33.8503,0.126901
10155,2020/12/12,2020/12/12 3:00,17.9715,291.082,0.0116219,88.0406,0.679377,29.5255,0,0.57602,20.6532,101.237,-0.484732,-0.665145,345.364,0,0,4.38407,50.7905,44.5016,32.5296,23.4812,0.125351
10156,2020/12/12,2020/12/12 4:00,18.1995,291.104,0.0110658,82.6101,2.02382,285.747,0,0.417164,67.4053,101.262,-2.99506,-1.12704,345.146,0,0,7.01527,39.9444,73.0497,55.2317,27.7983,0.13307
10157,2020/12/12,2020/12/12 5:00,17.8858,290.75,0.0107611,82.0194,1.94859,302.065,0,0.547069,69.2818,101.287,-3.48986,-1.04907,343.723,0,0,8.40907,27.2098,73.3896,57.5947,26.5293,0.128607
10158,2020/12/12,2020/12/12 6:00,17.5587,290.313,0.0103431,80.5571,2.37863,292.88,0,0.459495,24.4983,101.309,-4.83223,-0.923538,340.08,0,0,7.65156,29.6697,67.0232,52.7575,26.9943,0.128449
10159,2020/12/12,2020/12/12 7:00,17.0885,289.739,0.00919753,73.9013,2.52388,289.925,0,0.391515,22.8233,101.34,-6.11657,-0.343864,334.83,0,0,6.42487,26.3849,72.5428,58.1528,34.0669,0.122866
10160,2020/12/12,2020/12/12 8:00,17.8795,292.656,0.00879521,67.1179,2.07529,258.584,0,0.278934,25.4238,101.367,22.6182,7.08564,335.529,156.706,188.302,12.1223,48.9136,58.0708,48.6782,35.513,0.131494
10161,2020/12/12,2020/12/12 9:00,17.8795,292.656,0.00879521,67.1179,2.07529,258.584,0,0.278934,25.4238,101.367,22.6182,7.08564,335.529,156.706,188.302,13.7486,48.5122,44.3909,39.1446,45.6851,0.140446
10162,2020/12/12,2020/12/12 10:00,20.2466,298.21,0.00936564,61.2916,1.10844,131.48,0,0.0761078,461.927,101.379,67.3514,15.226,341.147,335.899,403.626,11.6294,39.2288,43.1573,38.8841,62.4082,0.129553
10163,2020/12/12,2020/12/12 11:00,21.3381,301.884,0.00971814,59.2631,2.00879,109.365,0,0.0678028,559.523,101.344,137.29,22.9888,345.186,485.803,583.753,9.23771,25.5838,48.4589,44.4254,85.7946,0.118828
10164,2020/12/12,2020/12/12 12:00,22.4532,305.025,0.00951949,54.0141,2.09235,135.221,0,0.144771,739.782,101.273,188.167,29.4577,348.353,590.563,709.636,7.54832,16.8179,52.4631,48.0871,100.861,0.118491
10165,2020/12/12,2020/12/12 13:00,22.9099,306.567,0.00979349,53.9337,2.55419,143.366,0,0.251551,818.215,101.199,230.247,32.5763,352.161,639.474,768.409,6.96103,13.4194,54.1825,48.4429,101.588,0.119448
10166,2020/12/12,2020/12/12 14:00,23.2225,306.927,0.0104184,56.199,3.29284,137.785,0,0.313836,727.785,101.118,255.231,32.4515,355.175,629.725,756.694,6.68002,9.72168,56.4612,49.0952,100.405,0.11391
10167,2020/12/12,2020/12/12 15:00,22.608,305.5,0.0109633,61.4569,4.26614,141.633,0,0.474167,450.117,101.052,262.767,28.4222,355.181,561.686,674.936,6.2938,7.36843,58.8482,50.5197,105.976,0.108988
10168,2020/12/12,2020/12/12 16:00,22.0143,303.456,0.01135,66.0548,4.59924,139.905,0,0.521139,392.631,101.009,228.528,21.8302,353.93,441.609,530.65,5.94629,6.72157,60.6059,50.9413,103.775,0.10413
10169,2020/12/12,2020/12/12 17:00,21.5435,300.863,0.0114795,68.8388,4.56088,137.229,0,0.659325,393.215,100.988,163.614,13.8358,352.783,280.811,337.43,5.26484,6.67315,60.2741,48.8368,103.403,0.0989207
10170,2020/12/12,2020/12/12 18:00,20.7334,297.376,0.0118353,74.7831,4.78112,140.473,0,0.69416,307.382,101.013,90.291,4.60324,352.006,98.6825,118.579,4.29863,8.48565,58.1599,46.077,100.034,0.0929665
10171,2020/12/12,2020/12/12 19:00,19.9716,294.653,0.012381,82.2142,4.78986,139.756,0,0.808199,300.119,101.063,37.3329,0.0353873,352.017,0,0,3.76694,12.9848,56.2156,44.0543,92.8672,0.089647
10172,2020/12/12,2020/12/12 20:00,19.9171,294.385,0.0122736,81.8281,4.91461,127.984,0,0.898768,318.997,101.111,32.4584,0.145198,387.805,0,0,3.60646,16.8004,56.0299,44.2717,88.3237,0.091651
10173,2020/12/12,2020/12/12 21:00,19.8469,294.291,0.0122855,82.3153,4.79778,127.937,0,0.864981,381.12,101.153,31.2663,0.174946,400.547,0,0,3.73827,36.7037,55.5523,44.1733,64.7058,0.0997266
10174,2020/12/12,2020/12/12 22:00,19.4774,293.053,0.0122552,84.1148,4.83011,128.832,0,0.760909,296.748,101.17,9.89218,0.0115166,351.489,0,0,5.92174,55.9051,60.6244,48.6461,41.3142,0.113245
10175,2020/12/12,2020/12/12 23:00,19.2506,292.648,0.0122037,84.994,3.67638,119.885,0,0.638743,204.053,101.16,4.47674,-0.51239,350.657,0,0,9.29817,48.3409,61.4535,50.5224,40.2402,0.124532
10224,2020/12/13,2020/12/13 0:00,19.5493,292.884,0.0121715,83.1314,3.92824,111.807,0,0.818914,381.481,101.145,3.49953,0.0057208,352.83,0,0,4.9925,28.0913,51.5613,42.2387,59.3855,0.109568
10225,2020/12/13,2020/12/13 1:00,18.9918,292.25,0.0115951,82.1132,4.23913,95.7439,0,0.796069,113.863,101.146,2.17735,0.0317617,350.503,0,0,5.55067,21.4862,49.9068,41.8052,67.1859,0.109012
10226,2020/12/13,2020/12/13 2:00,18.6663,291.728,0.0113553,82.1406,3.47639,93.2343,0,0.6867,314.777,101.153,-1.42081,-0.00820076,348.847,0,0,6.72928,27.1412,57.8834,48.675,58.8607,0.112253
10227,2020/12/13,2020/12/13 3:00,18.6778,291.945,0.0111887,80.8813,3.30892,92.1209,0,0.885383,310.654,101.16,1.88863,0.202789,379.003,0,0,7.02143,28.85,61.9422,52.3786,58.649,0.110455
10228,2020/12/13,2020/12/13 4:00,18.4726,291.384,0.0111649,81.8225,4.01504,91.746,0,0.867584,352.585,101.194,-4.31771,0.0240929,348.035,0,0,6.21864,21.7435,61.4943,52.887,72.1512,0.105259
10229,2020/12/13,2020/12/13 5:00,18.276,291.136,0.0110864,82.3315,4.3222,88.5095,0,0.787174,417.743,101.238,-5.62761,0.0262156,347.521,0,0,6.57787,25.1575,64.5815,55.7977,72.6651,0.105704
10230,2020/12/13,2020/12/13 6:00,18.2309,291.592,0.0110871,82.6168,4.19854,91.5651,0,0.943303,101.454,101.283,4.271,0.165203,391.768,0,0,7.71364,37.4747,69.5362,60.3161,61.3667,0.110779
10231,2020/12/13,2020/12/13 7:00,17.7168,290.454,0.0111626,86.0553,4.74277,87.7855,0,0.473993,411.896,101.322,-8.68673,-0.171331,344.7,0,0,8.2909,37.1951,66.5198,58.0556,64.278,0.109919
10232,2020/12/13,2020/12/13 8:00,18.5234,293.022,0.0108008,79.0242,5.95074,91.2549,0,0.545802,313.504,101.359,38.9299,6.28535,345.854,152.984,183.829,8.12653,25.4541,67.2922,59.179,80.8378,0.109321
10233,2020/12/13,2020/12/13 9:00,18.5234,293.022,0.0108008,79.0242,5.95074,91.2549,0,0.545802,313.504,101.359,38.9299,6.28535,345.854,152.984,183.829,8.01921,23.914,71.0126,63.4322,90.845,0.109669
10234,2020/12/13,2020/12/13 10:00,19.2834,296.251,0.0107129,74.6281,5.78348,95.8182,0,0.59652,438.258,101.393,114.32,14.4978,347.091,330.766,397.457,7.22127,25.4769,70.6498,63.8067,98.2444,0.108286
10235,2020/12/13,2020/12/13 11:00,20.276,299.886,0.010679,69.7399,4.52055,103.313,0,0.782493,538.309,101.358,172.313,21.9436,350.107,479.857,576.609,6.69508,15.6413,74.676,66.9084,116.001,0.103961
10236,2020/12/13,2020/12/13 12:00,21.2693,302.771,0.0108084,66.1646,4.4257,114.512,0,0.7449,616.36,101.286,226.736,27.7913,354.124,583.695,701.384,6.56573,5.46982,84.9139,74.5831,134.473,0.0976952
10237,2020/12/13,2020/12/13 13:00,22.0025,303.883,0.0110007,64.1959,6.00871,133.86,0,0.687329,640.898,101.202,285.698,31.3198,357.239,633.253,760.933,5.76792,2.76284,88.19,76.7196,138.354,0.0947582
10238,2020/12/13,2020/12/13 14:00,21.9725,304.161,0.011034,64.4789,6.04973,142.027,0,0.515637,587.648,101.148,297.887,30.8879,357.46,624.287,750.16,5.44646,2.48108,88.1613,76.2896,137.576,0.0941399
10239,2020/12/13,2020/12/13 15:00,22.0877,303.795,0.0111106,64.4108,6.00694,143.066,0,0.772689,526.966,101.089,278.961,28.0205,358.439,557.551,669.968,5.13429,2.6382,86.7775,74.6806,134.235,0.0923113
10240,2020/12/13,2020/12/13 16:00,21.9463,302.369,0.0112024,65.4936,6.15176,144.746,0,0.706353,458.327,101.03,237.207,22.4367,358.782,438.808,527.284,4.82193,3.06076,87.7803,74.9803,130.82,0.090211
10241,2020/12/13,2020/12/13 17:00,21.334,298.233,0.0114687,69.7445,5.75261,147.277,0,0.791196,333.315,101.044,110.848,7.35072,404.144,101.488,121.951,4.48673,3.57491,92.7933,78.5395,127.815,0.0889473
