WD1,WD,BS,SD,FS,FX,YuL,YL,BJGD,press,GR,QR,wmL,wm,WM,SO2,NO2,PM10,PM2.5,O3,CO
28.6386,302.662,0.0176145,67.0341,3.49714,196.737,0,0.846997,403.895,100.267,15.6089,4.13878,453.61,0,0,3.45668,27.218,12.567,8.2317,12.359,0.162337
28.584,302.57,0.0172234,65.7914,3.16421,200.72,0,0.949743,439.56,100.301,13.8085,3.57009,452.809,0,0,2.39142,16.7031,11.3615,7.59595,20.365,0.146279
28.554,303.603,0.0168663,64.5686,2.89353,199.362,0,0.674849,502.719,100.333,32.099,11.2001,414.611,119.026,143.025,2.06309,13.7913,11.2115,7.79378,28.1697,0.142358
29.1075,307.208,0.0171106,63.3061,2.85845,201.052,0,0.0707602,754.298,100.351,95.6572,23.379,415.148,319.37,383.763,1.75189,12.1243,11.2982,8.13946,47.3077,0.130078
29.1075,307.208,0.0171106,63.3061,2.85845,201.052,0,0.0707602,754.298,100.351,95.6572,23.379,415.148,319.37,383.763,1.85846,11.5236,10.5547,7.80546,71.621,0.126524
29.9606,311.213,0.01729,60.6923,2.84251,204.725,0,0,936.75,100.366,170.977,36.4592,413.464,522.571,627.935,2.07265,11.2254,8.94683,6.72124,85.1721,0.121324
30.9544,314.687,0.0172,56.7735,2.98735,204.784,0,0,1097.91,100.337,240.091,47.7635,421.197,673.232,808.973,2.08385,10.3117,7.72843,5.89495,91.4347,0.119756
32.2233,317.701,0.0162561,49.6064,3.16552,203.116,0,0,1263.03,100.275,294.425,58.0568,425.264,788.625,947.633,2.0528,12.3495,8.1109,6.33224,94.2605,0.127834
33.406,319.598,0.0150871,42.7936,3.2411,197.328,0,0,1487.89,100.195,317.781,62.6895,432.652,811.987,975.705,1.07537,13.1947,5.5288,4.26133,85.5233,0.124371
34.4504,320.527,0.0134644,35.8108,3.58736,184.275,0,0,1648.07,100.122,327.287,65.6524,433.579,809.378,972.57,1.72953,13.9567,4.61552,3.42962,74.6781,0.116841
34.9222,321.532,0.01461,37.7306,3.27872,191.545,0,0,1787.37,100.049,331.249,64.6854,439.942,804.384,966.569,3.00588,15.2361,4.87675,3.3531,59.504,0.112914
33.9882,316.298,0.0180237,49.2434,6.40991,150.194,0.0570908,0.738285,1135.19,100.006,301.574,43.7034,478.661,419.344,503.895,3.57583,19.5676,4.70531,3.00087,36.9082,0.114319
33.6483,316.893,0.0183808,51.274,5.27737,160.048,0.0323257,0.339464,1193.46,100.014,298.433,46.5149,448.48,549.429,660.209,3.16044,21.9805,4.83154,2.85477,20.8681,0.116967
34.033,314.362,0.0177617,48.4138,5.39225,180.706,2.58432,0.898598,1475.2,100.042,207.59,42.024,447.761,377.229,453.288,2.88743,22.0129,5.25004,2.99412,15.8381,0.118081
33.3601,311,0.0166147,47.2209,5.99084,182.909,0,0.0357652,1376.79,100.119,133.687,26.6474,441.004,177.69,213.517,2.76688,21.7607,5.6517,3.21956,14.1007,0.118328
32.1505,307.679,0.0168687,51.6596,5.91711,179.027,0,0,1007.28,100.19,67.2727,6.69447,436.671,5.07296,6.0958,2.64905,21.8811,5.75238,3.40773,13.8507,0.117782
31.0221,306.119,0.017711,58.1746,5.72324,174.181,0,0,849.154,100.267,53.1869,2.7699,433.584,0,0,2.24061,20.7326,5.16279,3.10921,16.4912,0.114075
28.7102,302.602,0.0197739,75.1323,4.98988,148.326,0,0.145375,486.097,100.542,17.4683,0.878083,417.696,0,0,1.19418,16.4708,11.3814,5.71198,23.5628,0.111758
28.5164,302.253,0.019727,75.8458,4.66512,148.167,0,0.20132,433.096,100.522,12.9372,0.783583,416.267,0,0,0.750082,14.4388,11.2243,5.45663,25.841,0.103313
28.3699,301.99,0.0199284,77.3152,4.14914,146.253,0,0.245405,409.109,100.516,9.33029,0.644234,416.842,0,0,0.68738,15.3975,11.158,5.28952,25.0887,0.102968
28.3148,301.827,0.0198816,77.3864,3.52113,143.194,0,0.251635,394.968,100.501,6.19045,0.56947,418.232,0,0,0.736332,18.6234,11.2556,5.27708,22.4588,0.106067
28.1998,301.584,0.0200099,78.4411,3.15733,139.482,0,0.272024,356.132,100.497,3.58687,0.428861,416.112,0,0,0.839175,22.7733,11.0799,5.11677,19.4769,0.109287
28.0679,301.304,0.0198231,78.3456,2.88619,135.385,0,0.223309,311.541,100.493,1.15766,0.325945,412.872,0,0,1.10895,30.3762,11.3938,5.40309,13.8958,0.118541
27.9723,301.089,0.0190313,75.6775,2.68175,128.45,0,0.201954,165.453,100.509,-0.39214,0.318485,408.993,0,0,2.76745,38.1736,11.7775,6.05672,8.84843,0.142246
28.4456,303.098,0.0182502,70.4669,2.91682,124.988,0,0.125137,395.278,100.508,24.8122,9.60871,408.23,130.829,157.208,7.25499,31.0347,10.6794,5.91789,16.9682,0.15529
29.268,307.049,0.0176244,64.6668,2.89776,122.511,0,0.0686118,546.924,100.507,88.7185,23.1838,410.445,330.26,396.85,8.53565,25.7393,9.80857,5.69163,23.1953,0.160129
29.268,307.049,0.0176244,64.6668,2.89776,122.511,0,0.0686118,546.924,100.507,88.7185,23.1838,410.445,330.26,396.85,6.99739,21.1528,9.41934,5.65995,32.2353,0.142826
30.2734,311.236,0.0173436,59.7973,2.72582,132.453,0,0.0643533,842.856,100.496,160.391,36.4238,417.422,519.671,624.451,5.05842,18.076,9.88072,6.10383,43.0239,0.131697
31.3279,315.099,0.0169871,54.8674,2.60752,137.026,0,0.0622403,1087.86,100.458,228.833,48.5018,425.961,680.927,818.22,4.32573,16.0204,10.5475,6.45702,51.8282,0.126305
32.156,317.833,0.0174745,53.6158,2.94328,135.024,0,0.0943209,1302.32,100.401,292.485,56.9321,434.691,789.774,949.013,3.16222,13.0524,10.3192,6.38184,67.755,0.120917
33.0007,319.84,0.0171676,49.9882,3.13774,133.966,0,0.0936996,1466.18,100.335,333.222,62.7665,441.632,848.324,1019.37,1.96652,12.0906,9.36268,5.82015,73.0303,0.119793
33.8573,320.9,0.016696,46.1074,3.56868,129.165,0,0.0810217,1593.46,100.266,356.386,65.5571,446.059,855.38,1027.85,1.68161,12.2071,9.0625,5.7102,70.4211,0.118227
34.5005,321.139,0.0163609,43.4084,3.5841,133.775,0,0.101811,1598.32,100.179,344.006,62.933,448.334,795.507,955.902,1.91017,14.6075,7.87553,4.79772,64.0513,0.120239
35.1007,320.124,0.0158984,40.6493,4.38506,127.494,0,0.14013,1798.59,100.127,325.38,58.449,451.639,691.15,830.504,2.31052,18.8964,7.25997,4.38199,53.0411,0.125942
35.1368,317.955,0.0160384,40.9112,4.39192,124.442,0,1,1766.45,100.112,257.389,46.8417,454.498,512.778,616.168,2.63026,25.5578,8.31866,5.02539,33.5415,0.138119
34.6161,314.714,0.0166645,43.8787,4.82324,135.964,0,0.289478,1606.24,100.123,186.867,32.8087,455.486,307.394,369.373,2.25752,28.5078,9.13331,5.45535,14.862,0.143864
33.5675,310.827,0.0174313,48.94,5.80514,143.026,0,0.162921,980.815,100.159,118.489,18.341,453.577,112.108,134.712,1.94347,26.8469,9.22357,5.51474,5.49082,0.146391
31.739,307.509,0.0189796,59.6138,6.25752,144.012,0,0.304738,495.639,100.198,77.6292,3.69681,445.287,5.4912,6.59837,2.11752,24.7211,11.3864,7.10993,2.5807,0.152888
30.6682,305.889,0.0195969,65.7674,6.09032,146.212,0,0.0669886,475.841,100.241,59.4954,1.64293,438.598,0,0,2.24908,23.8073,13.2518,8.42279,1.64112,0.154655
29.9712,304.823,0.0198807,69.6678,5.55268,149.254,0,0.00790103,538.088,100.266,45.1279,1.27656,428.792,0,0,2.63142,24.466,12.8053,8.38931,1.29357,0.153142
29.6818,304.269,0.0195059,69.5854,4.75506,152.812,0,0.0169755,591.737,100.264,33.4962,1.17853,426.872,0,0,3.45497,26.2045,11.2859,7.65645,1.8092,0.151063
29.5448,303.884,0.0189337,68.1092,4.48231,159.966,0,0.0146669,645.666,100.25,26.1835,1.21875,426.676,0,0,4.51044,27.2948,9.47597,6.56083,5.13208,0.142643
29.4193,303.55,0.0173174,62.7751,3.70866,164.782,0,0.0616488,634.885,100.242,18.4335,1.34356,423.32,0,0,2.46129,20.2999,7.34192,5.16154,16.9549,0.116099
29.0412,303.062,0.0164446,61.0219,3.46919,190.857,0,0.0824756,571.192,100.24,15.4175,1.36959,420.106,0,0,2.09461,21.0127,7.66765,5.19178,17.175,0.112142
28.6536,302.746,0.0164682,62.5937,3.09103,193.628,0,1,450.161,100.237,15.41,1.36114,428.9,0,0,2.03489,26.7058,8.96402,5.79933,12.5124,0.120448
28.6362,303.093,0.0163995,62.3913,2.33881,201.083,0,0.834314,394.237,100.224,18.2876,1.54316,452.092,0,0,2.27334,34.6931,9.80333,6.0291,8.28224,0.139535
28.3734,302.182,0.0157717,61.019,2.79107,210.559,0,0.745799,325.903,100.269,9.65199,1.24604,419.463,0,0,3.47836,44.2879,13.336,7.91672,1.54975,0.17703
28.0098,301.715,0.015116,59.8136,1.79975,220.226,0,0.669281,233.571,100.261,6.45602,1.05745,417.002,0,0,3.87566,37.1208,16.6469,10.118,1.68069,0.193536
27.8036,302.089,0.0163464,65.5352,1.84206,240.405,0,0.853665,339.985,100.286,13.2964,1.38202,453.588,0,0,3.07855,30.0158,14.1494,8.71735,7.46775,0.184504
27.9009,303.15,0.016769,66.831,2.22801,257.73,0,0.868901,404.424,100.296,30.8049,9.28829,422.169,105.126,126.322,3.14467,25.6088,11.1257,7.10186,16.96,0.177916
28.5594,306.662,0.0166728,63.7914,2.11709,235.663,0,0.714614,589.431,100.31,83.3365,20.6549,424.302,283.797,341.017,3.35845,22.3815,11.8331,8.17534,28.9945,0.180048
28.5594,306.662,0.0166728,63.7914,2.11709,235.663,0,0.714614,589.431,100.31,83.3365,20.6549,424.302,283.797,341.017,3.25801,18.8354,11.7365,8.31537,46.5118,0.167343
29.5327,308.099,0.0151336,54.5177,2.64816,226.68,0,0.795847,754.252,100.316,102.396,25.1944,453.857,285.639,343.232,3.00081,14.668,12.7289,9.25218,69.4245,0.152661
30.942,314.149,0.0141601,46.7504,2.67345,221.101,0,0.530744,925.025,100.287,215.222,48.0967,428.643,641.083,770.342,2.40797,11.6282,14.0217,10.4732,95.8281,0.14899
32.0103,317.468,0.0137906,42.6189,2.76307,223.902,0,0.618421,1122.59,100.238,278.312,58.2832,431.814,773.074,928.946,2.40015,14.813,12.9767,9.66143,100.112,0.146081
32.9128,319.892,0.0143346,41.8924,2.96692,227.254,0,0.645808,1287.95,100.174,328.695,64.8174,433.019,862.32,1036.19,1.80852,18.8775,11.6349,8.73687,98.1352,0.146672
33.7767,321.44,0.0157055,43.5052,2.83388,220.77,0,0.34,1524.18,100.092,343.652,65.0417,441.044,865.014,1039.42,1.55742,21.6244,9.27203,6.99667,88.4828,0.144056
33.4683,314.268,0.0180034,50.7894,3.55288,174.028,8.63E-06,0.973118,1393.66,100.041,176.523,26.529,474.66,253.573,304.701,1.7424,20.5777,8.17251,6.1598,82.4441,0.139664
33.8162,315.106,0.018488,51.0223,4.67506,149.841,0.0914179,0.828228,1382.13,99.9664,218.808,34.6394,477.868,360.603,433.31,2.60761,22.6259,9.20169,6.84032,81.0196,0.141394
33.8431,314.396,0.0185674,51.1539,3.16179,162.882,2.09642,1,1324.38,99.9598,160.411,35.461,478.954,288.097,346.185,2.04411,22.8866,9.21912,6.67044,56.6303,0.131627
33.56,314.401,0.0184341,51.6905,2.85586,142.666,1.51359,0.844245,997.573,99.9969,159.615,32.9608,451.358,344.637,414.125,2.53804,24.1398,8.14062,5.64267,27.2032,0.129694
33.993,310.588,0.0180345,49.271,4.42078,198.991,0.253916,1,1400.43,100.03,81.1992,15.5989,479.514,37.9467,45.5978,4.13323,27.0501,7.87094,5.39444,11.159,0.138614
32.7113,307.884,0.0180522,53.367,5.93598,197.704,0,0.517462,854.299,100.096,56.6644,8.43459,447.138,4.93301,5.92763,4.84358,25.8551,7.10363,4.794,5.82219,0.138063
31.5005,306.323,0.0187697,59.8094,5.47117,194.287,0,0.274041,759.491,100.176,43.6501,4.30687,440.86,0,0,4.32794,23.1688,6.41295,4.37307,7.04761,0.128632
30.4886,305.15,0.0190616,64.6711,5.1811,188.456,0,0.190878,582.237,100.224,37.6654,2.70414,435.072,0,0,3.47447,20.2601,6.69098,4.61116,9.30208,0.119337
29.8895,304.354,0.0184222,64.8567,5.02554,189.575,0,0.143136,517.235,100.227,31.7721,1.97622,431.29,0,0,2.47925,18.2257,6.80626,4.60329,15.3751,0.110093
29.3265,303.67,0.0188683,68.7727,4.88843,193.249,0,0.0992385,496.871,100.216,28.126,1.27113,428.77,0,0,1.66469,17.849,5.91472,3.95554,24.4144,0.103886
28.9186,303.158,0.0194411,72.6634,4.582,197.779,0,0.0210443,574.493,100.203,24.2936,1.02147,427.77,0,0,2.15757,22.7427,5.93302,3.8899,24.4019,0.109718
28.6895,302.708,0.0178924,67.8317,4.42568,197.856,0,0.0951675,458.718,100.203,18.5982,1.21329,422.582,0,0,2.70299,27.928,6.57784,4.207,16.277,0.118735
28.7102,302.367,0.0149603,56.6419,3.78254,196.433,0,0,329.628,100.201,9.2956,1.51553,412.42,0,0,3.02989,30.5701,7.38832,4.67707,9.70316,0.124638
28.3244,301.876,0.014879,57.6993,3.36558,190.098,0,0,265.722,100.2,6.61094,1.33868,408.298,0,0,2.56526,28.9326,7.38885,4.50298,14.8143,0.120511
28.0113,301.543,0.0156528,61.9123,2.94535,200.018,0,0,153.33,100.23,5.6018,1.09812,410.303,0,0,2.17007,33.7132,9.60606,5.61466,17.0802,0.133695
27.7172,301.141,0.0165836,66.8321,3.51322,196.854,0,0,240.346,100.267,4.59981,0.957655,409.049,0,0,2.2457,29.4939,9.50755,6.08646,25.2376,0.144811
27.7649,300.861,0.0137994,55.4742,3.25187,199.493,0,0.0431262,518.626,100.314,-0.779847,1.1916,400.487,0,0,1.6023,20.9092,9.2061,5.95203,36.8745,0.137726
28.0828,302.407,0.0126744,49.9767,3.28128,202.238,0,0.0175426,229.394,100.36,20.5646,12.7922,396.526,118.664,142.59,1.62256,17.834,9.71299,6.50678,49.8912,0.136867
29.1152,306.222,0.0126794,46.9109,3.71854,206.364,0,0,555.752,100.396,85.3715,27.1146,397.945,319.728,384.194,1.80231,16.7638,9.84071,6.95454,68.5893,0.137997
29.1152,306.222,0.0126794,46.9109,3.71854,206.364,0,0,555.752,100.396,85.3715,27.1146,397.945,319.728,384.194,2.01782,14.9806,9.80595,7.23673,91.0903,0.135052
30.1008,310.083,0.0138127,48.099,4.11538,207.589,0,0,855.202,100.427,168.102,39.8332,402.183,516.142,620.21,2.35627,15.0745,9.44415,7.2219,110.211,0.140146
31.2393,313.944,0.0126771,41.1497,3.75252,209.836,0,0,1025.71,100.411,235.042,52.4362,403.573,686.092,824.427,2.60779,16.6502,8.28931,6.44704,120.603,0.145681
32.4283,317.257,0.0115519,34.8437,3.53402,207.911,0,0.0528112,1257.65,100.362,288.891,62.2793,408.319,804.869,967.152,2.81077,17.2957,8.41393,6.55364,122.69,0.145763
33.5196,319.783,0.0104024,29.3357,3.23676,204.845,0,0,1444.72,100.303,319.331,68.1744,404.987,874.1,1050.34,2.75588,17.5038,9.6027,7.4575,119.958,0.144065
34.3468,321.404,0.0102146,27.3711,2.89843,205.726,0,0,1626.36,100.232,329.198,69.2011,406.83,882.701,1060.68,2.66292,18.147,9.14274,6.98735,108.599,0.139528
35.0529,321.898,0.0103343,26.5106,2.93544,193.044,0,0,1712.63,100.166,324.321,66.8688,413.74,832.139,999.92,3.07078,21.7644,7.54181,5.51533,83.7789,0.136138
35.5376,321.168,0.0107663,26.8047,3.11951,191.533,0,0,1876.32,100.115,297.048,60.3248,422.821,718.205,863.014,3.68001,27.1957,6.98736,4.81379,51.4757,0.131598
35.5436,319.136,0.0121361,30.2038,3.79069,195.022,0,0,1850.37,100.114,261.345,50.7977,427.068,568.746,683.42,4.67987,35.067,7.02991,4.76126,31.2246,0.137953
34.8784,315.828,0.0141947,36.7972,4.69042,198.192,0,0,1780.77,100.154,209.472,37.5833,436.358,372.202,447.248,6.59952,41.4209,6.78907,4.52209,20.7354,0.149856
33.5352,311.552,0.0151629,42.6852,5.68307,192.585,0,0,1281.64,100.225,140.574,22.6198,436.156,161.618,194.205,7.06686,37.9289,7.10916,4.67042,19.2967,0.14214
32.0236,307.711,0.0141637,43.7707,6.12465,194.482,0,0,736.215,100.313,73.917,4.23649,424.895,4.37847,5.26129,7.35338,33.0222,6.73413,4.43623,18.6293,0.134595
31.2163,306.063,0.0111132,36.1263,6.15899,190.56,0,0.0241844,536.102,100.416,48.6669,2.88983,413.061,0,0,6.91549,28.7645,5.91711,3.88687,19.2654,0.127834
28.8658,302.983,0.0186178,69.8642,3.69388,187.158,0,0.122712,503.741,100.272,18.1186,1.06042,421.948,0,0,5.20041,23.4924,8.98549,6.01261,5.36103,0.13303
28.5984,302.557,0.0187659,71.6018,3.3846,187.12,0,0.223417,462.093,100.277,13.9898,0.902808,419.449,0,0,2.73476,19.2531,8.24179,5.42538,8.98964,0.11749
28.3517,302.156,0.0191497,74.1999,3.39412,187.153,0,0.236168,461.074,100.284,11.1806,0.749993,417.771,0,0,2.30692,17.6349,8.29764,5.43947,10.0278,0.111075
28.067,301.842,0.019977,78.7925,3.06204,191.136,0,0.26115,391.082,100.29,9.82244,0.518966,419.972,0,0,2.48077,20.626,9.97497,6.22756,6.59748,0.11603
27.843,301.545,0.0203893,81.5597,2.2181,197.549,0,0.548397,280.629,100.305,6.60712,0.292928,418.724,0,0,2.90969,25.4039,13.5099,8.07888,1.77329,0.13183
27.7286,301.745,0.020507,82.6112,1.69167,212.387,0,0.543787,301.334,100.298,10.0736,0.59193,446.911,0,0,2.39377,27.4816,19.5009,11.4649,0.304458,0.154608
27.4282,301.046,0.0206891,84.9227,1.77466,215.063,0,0.747969,200.224,100.3,5.45293,0.144181,420.928,0,0,2.68015,27.9974,21.4961,12.6169,0.994666,0.184928
27.8331,303.047,0.0206276,82.5606,1.773,210.719,0,0.673368,397.703,100.3,26.7399,6.22572,422.304,107.623,129.322,3.87425,25.7571,18.7091,11.2707,4.76176,0.189744
28.5988,305.628,0.0202852,77.4113,1.93738,202.163,0,1,573.187,100.295,59.5959,13.3219,457.698,183.354,220.323,2.82657,19.6372,14.6139,9.12982,11.6614,0.160502
28.5988,305.628,0.0202852,77.4113,1.93738,202.163,0,1,573.187,100.295,59.5959,13.3219,457.698,183.354,220.323,2.71904,15.826,12.6698,8.25833,19.405,0.157545
29.6187,310.3,0.0197017,70.5758,2.10895,200.453,0,0.34,821.419,100.287,138.95,30.8745,443.624,464.708,558.406,3.37777,17.4529,14.1895,9.67852,32.1296,0.170464
30.8347,314.275,0.0191351,63.5686,2.04804,203.135,0,0.34,1033,100.249,203.123,42.2546,460.898,601.741,723.067,3.23792,16.0884,14.7537,10.7624,59.0219,0.164447
31.8366,313.97,0.0183993,57.4538,2.77941,224.718,0,0.173683,1173.04,100.211,191.206,40.397,468.092,523.61,629.183,2.73221,15.0608,11.9929,8.70158,81.7677,0.147509
33.1192,316.851,0.0180449,52.0662,2.38676,214.562,0,0.715161,1308.1,100.157,220.599,43.4106,473.47,543.314,652.86,1.65501,14.8542,8.50447,6.12018,76.6016,0.130811
33.8066,316.861,0.0182714,50.5265,4.09061,147.278,0,1,1429.3,100.102,254.735,46.6641,476.875,552.684,664.12,2.18111,12.3455,6.99182,5.06501,77.7676,0.125513
33.9536,315.894,0.0183223,50.1914,5.43353,146.914,0.276754,0.96117,1275.44,100.056,260.057,51.1564,476.504,574.357,690.163,2.49646,12.0021,6.75439,4.9841,73.6382,0.122096
34.6313,318.271,0.0176297,46.3229,4.58432,161.787,0,0.14853,1606.6,100.013,288.256,54.9027,457.674,667.679,802.3,2.15945,13.4437,6.78714,5.01345,70.1211,0.122016
34.9978,316.769,0.016954,43.5629,4.95964,187.855,0,0.157834,1791.4,100.004,241.447,45.8739,459.325,503.762,605.333,2.18896,16.1261,7.08657,5.16692,53.915,0.123568
34.36,314.242,0.0178706,47.7488,5.56596,191.513,0,0.188102,1423.31,100.037,196.803,34.6409,455.08,347.081,417.062,2.38447,20.0584,7.32723,5.1896,32.1282,0.124817
33.0054,310.267,0.0181317,52.6449,6.37098,198.013,0,0.122748,995.158,100.092,126.854,19.6844,452.024,139.511,167.641,3.07876,23.5407,6.95123,4.82971,19.2507,0.126725
31.7729,307.13,0.0159211,49.8865,6.17328,195.437,0,0.110647,677.75,100.167,64.1134,4.30808,444.299,4.60236,5.53032,4.15352,25.8172,6.33461,4.34482,14.5154,0.130886
31.1122,305.871,0.0130199,42.5134,5.87712,192.203,0,0.110701,556.862,100.23,44.2902,2.91884,440.193,0,0,5.4017,26.9735,5.86444,3.95428,9.71002,0.136594
30.3185,304.824,0.0133081,45.6494,5.36357,186.232,0,0.0977208,484.68,100.271,34.4855,2.60067,433.718,0,0,5.66817,25.9316,5.08829,3.47729,10.2334,0.132216
29.8455,304.125,0.0141777,50.071,5.10082,183.453,0,0.0740096,487.891,100.268,27.3941,2.28377,430.404,0,0,4.91688,22.2572,4.2861,3.03076,16.4249,0.120701
29.6055,303.687,0.0137393,49.243,4.87852,185.26,0,0.132278,495.655,100.259,21.6155,2.2705,430.342,0,0,3.79269,22.0292,4.10679,2.89555,18.2292,0.117217
29.361,303.271,0.0127404,46.3546,4.77998,186.148,0,0.157572,409.363,100.25,17.1888,2.36102,428.25,0,0,2.67505,23.5978,4.70561,3.23524,18.5532,0.115991
29.0675,302.834,0.012628,46.7865,4.46116,188.194,0,0.148007,307.58,100.247,13.0501,2.22181,424.349,0,0,2.82888,26.1387,5.69646,3.80502,14.8819,0.11962
28.9377,302.525,0.0124283,46.4201,3.77155,187.658,0,0.164775,282.35,100.25,7.94009,2.01925,420.863,0,0,2.50051,27.0354,6.43017,4.06638,15.211,0.119839
28.5714,302.15,0.013992,53.4594,3.93991,193.362,0,0.187702,256.12,100.247,8.08049,1.77275,422.718,0,0,1.917,26.2019,6.79186,4.08175,20.5452,0.114352
28.3563,301.889,0.0141629,54.856,3.86095,194.821,0,0.485366,218.468,100.275,7.0666,1.71785,425.088,0,0,1.86752,27.358,7.47205,4.30564,22.865,0.114695
28.3145,301.611,0.0128663,49.9809,3.20434,200.321,0,0.167724,148.532,100.308,2.22845,1.63958,417.22,0,0,2.86738,33.9871,9.52956,5.446,16.2199,0.133059
28.177,301.386,0.0131281,51.4577,3.46529,189.417,0,0.243132,457.322,100.348,0.949794,1.63035,418.901,0,0,4.62439,33.6898,10.9837,6.54619,15.4408,0.15224
28.2766,302.621,0.0136215,53.0844,2.85843,189.449,0,0.248253,223.589,100.389,18.9922,11.1014,418.565,93.2289,112.026,3.85238,26.0273,8.67396,5.38747,21.4177,0.145324
29.1159,305.719,0.0145522,53.852,3.2655,192.342,0,0.358057,479.724,100.422,67.6161,21.3958,423.246,244.175,293.407,2.88355,21.1789,8.69892,5.62883,30.0028,0.135568
29.1159,305.719,0.0145522,53.852,3.2655,192.342,0,0.358057,479.724,100.422,67.6161,21.3958,423.246,244.175,293.407,1.99975,17.386,8.95361,6.16498,46.7066,0.12603
30.326,308.739,0.0145112,49.84,3.66402,198.437,0,0.279288,720.178,100.438,116.726,31.1532,430.489,369.792,444.352,2.45116,14.7092,8.57375,6.16394,65.7959,0.12043
31.3525,312.66,0.01601,51.6138,3.53517,206.766,0,0.200577,1094.33,100.421,190.106,43.093,435.184,567.286,681.666,2.92077,14.4838,7.3756,5.43015,77.4696,0.118851
32.5034,316.637,0.0156046,46.8563,3.14193,201.398,0,0.179366,1370.56,100.371,256.114,54.6402,441.224,725.858,872.211,3.16396,15.1514,7.17225,5.42469,85.4704,0.11989
33.7817,318.921,0.0136703,37.9427,3.25932,188.649,0,0.181152,1572.6,100.308,288.253,61.3087,444.377,775.026,931.292,3.05691,15.3193,7.86971,6.04557,93.4332,0.121237
34.8864,320.006,0.0113405,29.4113,3.28757,181.016,0,0.192752,1689.81,100.242,288.135,62.7168,444.02,749.425,900.529,2.9814,15.8032,7.41384,5.69658,97.5071,0.124486
35.6454,321.104,0.0103752,25.6822,3.30241,173.03,0,0.203622,1830.45,100.185,298.23,65.0678,440.193,768.63,923.606,3.44406,17.6944,6.41105,4.82404,90.3416,0.126448
36.0447,320.599,0.0108197,26.1301,3.48266,181.314,0,0.201889,1879.86,100.14,278.408,59.1743,440.457,674.419,810.4,3.84608,21.627,6.87045,4.99088,71.8217,0.129402
35.9674,318.961,0.0117862,28.5981,4.40086,184.611,0,0.182636,1834.42,100.142,262.313,53.13,449.429,563.441,677.045,4.6446,30.2742,7.12849,4.78209,34.6705,0.138837
35.1478,315.606,0.0134369,34.2787,5.24609,184.767,0,0.324563,1597.97,100.184,207.663,39.7187,438.188,379.711,456.271,5.47427,34.5931,7.12918,4.58749,11.3641,0.145818
33.8846,311.529,0.0146622,40.4224,5.82735,194.627,0,0.389183,1377.5,100.262,131.167,23.4729,432.039,165.74,199.158,6.3637,35.0164,7.58594,4.87246,10.8025,0.143462
32.0555,307.731,0.0160696,49.5804,6.24598,191.975,0,0.144932,820.519,100.345,74.7108,3.90417,439.93,4.11538,4.94515,6.49267,34.2733,7.84477,5.21819,18.5707,0.137355
31.1113,306.099,0.0156981,51.3558,5.80167,186.559,0,0.237797,583.08,100.407,50.5544,2.14864,427.454,0,0,6.54605,33.829,6.98446,4.60857,21.8289,0.138435
30.7097,305.265,0.0134835,45.241,5.70848,183.947,0,0.337001,579.271,100.464,37.6932,2.46828,429.012,0,0,5.88402,29.8708,6.42724,4.11495,18.8654,0.136467
30.4244,304.575,0.0115829,39.5597,5.0186,178.818,0,0.259221,589.937,100.481,23.8479,2.45948,415.802,0,0,3.27889,22.1611,6.26875,3.7387,16.6162,0.122176
29.7644,303.612,0.0128309,45.6323,4.71053,175.48,0,0.44514,487.863,100.458,15.5484,1.94904,400.012,0,0,1.62897,16.806,5.01536,2.87759,28.6308,0.102893
29.1498,303.036,0.0155978,57.6069,4.24657,171.378,0,0.305391,516.979,100.433,15.142,1.39549,406.452,0,0,2.06552,17.9923,5.18136,2.97838,34.0295,0.100099
28.9557,302.728,0.017536,65.543,4.69738,166.682,0,0.427976,667.492,100.425,13.8166,1.13931,413.331,0,0,2.19909,20.0016,5.78062,3.2605,35.0002,0.101236
29.1345,302.609,0.0141597,52.3404,3.94657,177.663,0,0.474387,514.787,100.424,6.0718,1.55184,410.704,0,0,2.08393,23.2697,6.76289,3.68253,33.3595,0.106607
28.9475,302.44,0.014264,53.3324,3.72115,180.366,0,0.828339,495.637,100.41,6.11096,1.52307,415.661,0,0,1.42638,28.2573,8.10167,4.34321,28.6431,0.117343
28.6976,302.078,0.0144189,54.751,3.43026,184.017,0,0.260498,439.225,100.406,3.78229,1.34771,411.301,0,0,2.02709,41.1783,12.435,6.69916,14.0751,0.152208
28.5184,301.704,0.0142877,54.9047,2.97298,163.363,0,0.492966,344.474,100.485,0.475054,1.09418,404.942,0,0,3.38636,37.9481,18.9493,10.8071,17.3776,0.184713
28.351,301.648,0.0137889,53.5491,2.19682,159.193,0,0.374997,313.33,100.498,1.71903,1.02628,413.009,0,0,3.05877,30.8206,15.6565,9.47546,27.0729,0.171289
28.7266,303.475,0.0132204,50.1888,2.02213,141.279,0,0.345296,357.241,100.557,21.319,12.0994,408.426,127.446,153.143,2.77018,25.3805,12.3705,7.86204,38.0647,0.159172
29.4149,307.125,0.0134055,48.7972,2.83622,139.111,0,0.0699314,503.95,100.616,86.2024,25.8403,406.416,323.589,388.833,2.23341,20.1828,9.99492,6.81279,56.0675,0.138992
29.4149,307.125,0.0134055,48.7972,2.83622,139.111,0,0.0699314,503.95,100.616,86.2024,25.8403,406.416,323.589,388.833,1.87036,15.8058,9.66919,6.81026,72.2185,0.131959
