SO2,NO2,PM10,PM2.5,O3,CO,temp,humi,press,w_speed,w_dir,aqi
11,30,73,35,190,0.7,27,33,1008,1.4,13,90.12878
12,46,70,36,161,0.8,26.2,35,1008.4,0.8,6.7,74.868225
11,64,86,40,105,1.1,25.1,40,1008.7,0.2,267.3,67.62477
10,71,81,41,73,1.2,24.1,44,1009.4,0.3,282.4,68.842995
11,91,85,48,53,1,24,43,1010.1,0.5,246.7,77.96229
10,95,88,49,30,1.1,23.4,47,1010.4,0.3,315.4,80.52746
10,95,86,46,21,1,22.7,51,1010.6,0.3,295.3,80.166985
10,107,74,45,11,1,22.9,49,1010.6,0.3,239.8,81.4516
12,131,82,47,1,1.1,22.7,50,1010.5,0.5,331.1,92.8918
13,126,109,57,4,1.1,22.4,51,1010.4,0.5,356.7,98.81928
13,124,101,51,3,1.1,22.2,51,1010.5,0.6,349.4,95.732086
14,115,105,53,11,1,21.9,50,1010.8,1.2,343.7,93.30216
14,76,92,55,35,0.8,21.5,50,1011,0.9,37.1,73.78794
13,47,67,47,65,0.7,21.3,48,1011.5,0.9,27.3,59.55099
13,57,62,37,56,0.8,21.2,48,1012.3,1.2,35.8,57.544262
14,52,64,38,64,0.8,21.6,47,1013.1,1.4,18.1,56.0017
14,42,73,39,83,0.8,22.6,42,1013.9,2.4,8.4,58.6368
12,30,75,39,102,0.7,23.8,38,1014.4,2.2,8.4,59.09317
12,26,83,36,118,0.7,24.4,35,1014.2,2.8,11.2,61.468334
11,20,68,36,135,0.7,24.9,34,1013.6,2.6,26.4,62.691635
11,18,71,34,147,0.6,25.6,32,1012.5,2.4,20,67.61134
11,16,59,33,155,0.6,26.4,30,1011.4,2.2,9.9,72.468636
11,16,58,26,162,0.6,26.8,29,1010.7,2.2,359,75.7965
12,19,67,30,160,0.6,26.8,30,1010.5,2.4,351.5,74.43316
14,26,75,30,164,0.7,26.4,33,1011,1.9,356.9,76.500595
13,33,74,35,139,0.8,25.8,35,1011.7,1.9,343.8,63.81413
13,41,74,39,103,0.8,25.2,36,1012.4,1.7,354.2,59.649258
13,36,64,32,98,0.8,24.7,38,1013.2,1.6,6.6,54.491753
13,41,64,34,88,0.8,24.4,38,1013.9,1.7,12.4,54.934803
13,32,53,33,91,0.7,24.2,38,1014.1,1.9,24.9,50.410656
12,35,52,32,80,0.7,23.6,38,1014.5,1.6,34.1,49.715977
11,46,51,29,62,0.7,22.9,41,1014.6,1.3,15.6,50.41755
11,29,43,28,85,0.7,22.6,40,1014.6,2.3,22.6,45.622562
11,22,34,26,92,0.7,22,40,1014.1,2.2,13.5,46.05231
11,21,45,31,97,0.7,21.3,41,1014.1,2.1,13,48.865685
12,22,56,30,96,0.7,20.8,43,1014.5,1.8,9.4,50.405926
12,21,55,37,97,0.7,20.4,44,1014.8,1.8,6.2,52.09299
12,28,56,40,85,0.8,20,45,1015.4,1.5,7.4,53.49172
12,30,57,36,87,0.7,19.9,44,1016.5,1.7,14.2,52.29472
13,39,55,38,80,0.8,20.1,44,1017.3,2,19.9,52.480907
12,36,61,34,87,0.8,21,41,1017.9,2.3,25.7,53.367367
13,33,60,39,97,0.7,21.8,38,1018.5,2.9,42.1,54.44589
11,20,57,21,148,0.4,26,29,1014.2,1.8,28.6,68.56839
10,21,51,23,152,0.4,26.1,29,1014,1.9,29.1,70.69705
10,23,50,26,147,0.4,26.1,29,1014.2,1.6,357.9,67.93445
10,38,45,19,111,0.5,25.3,31,1014.6,1.3,4.7,52.75947
10,42,48,26,90,0.5,24.5,32,1015,1.2,353.7,48.92793
11,50,49,28,70,0.5,23.9,34,1015.6,0.8,2.5,51.66547
12,91,57,23,24,0.7,23,38,1016.2,0.6,337.2,70.414085
14,116,88,37,10,0.8,22.6,40,1016.6,0.6,12.7,89.227974
13,110,94,39,11,0.8,22.3,42,1016.8,0.9,38.2,88.800835
17,92,76,42,20,0.6,21.9,44,1016.6,1.4,33.2,75.47662
16,84,67,34,29,0.6,21.4,44,1016.2,1.1,35,69.887474
15,72,61,36,40,0.6,21.2,44,1016.4,1.3,33.4,63.252117
13,75,55,32,36,0.6,20.7,46,1016.1,1.2,32.9,63.010372
12,41,56,32,64,0.5,20.5,45,1016,1.4,18.8,51.38325
13,37,52,27,67,0.5,20,46,1016,1.3,18,48.94399
12,48,53,30,56,0.5,19.5,48,1016.5,1.4,31.7,51.93766
12,66,52,29,39,0.6,19.2,49,1017.4,1.1,33.7,58.73511
14,61,61,33,50,0.6,19.8,48,1018.2,1.4,22.9,59.114155
15,45,60,36,74,0.6,20.7,44,1018.6,2.4,35.4,53.880867
15,46,70,32,80,0.6,21.7,42,1019,2.1,32.6,57.122562
16,34,72,34,103,0.6,23,39,1018.5,2.4,46.1,57.620712
17,30,74,33,143,0.6,23.6,38,1017.5,2.6,52.5,65.4223
16,26,69,40,178,0.6,24.4,37,1016.2,2.1,35.4,84.18052
14,18,63,41,174,0.5,25,36,1015.1,2.5,61.7,83.31015
15,22,64,33,189,0.6,25.4,36,1014.1,1.9,35.2,89.7681
15,23,77,39,186,0.5,25.6,34,1013.6,1.6,28.5,88.00196
12,30,64,40,160,0.5,25.6,34,1013.6,1.5,44.2,74.42444
13,46,60,31,114,0.6,24.9,35,1013.8,1.2,52.6,55.432014
14,96,63,31,50,0.7,23.9,40,1014.1,0.7,66.4,73.63731
16,142,84,34,1,0.9,23.3,42,1014.7,0.4,67.5,98.03242
14,126,91,44,4,0.9,22.4,45,1015.4,0.3,317.3,93.76213
14,114,89,49,2,1,22.2,48,1015.7,0.4,330.2,88.02012
13,111,104,48,14,0.8,21.5,58,1015.8,0.7,99.8,91.99886
11,78,86,48,34,0.7,20.7,64,1015.6,0.2,316.4,73.54122
12,71,74,44,29,0.7,20.4,68,1015.6,0.3,333.2,66.97871
12,92,87,50,8,0.8,20.2,75,1015.5,0.4,345.4,79.13089
24,99,126,58,1,1.1,19.4,74,1016,0.5,53.2,91.79146
20,96,110,72,3,1.1,19.8,74,1016.6,0.5,36.4,89.561554
27,102,133,66,13,1,21.3,63,1017,1.2,19.1,94.5511
25,83,129,72,52,0.8,22.3,56,1017.3,1.6,33,85.9567
23,42,86,60,105,0.7,23.7,49,1016.9,1.5,34.4,71.39019
19,33,73,41,134,0.6,24.8,44,1015.9,1.8,16.5,62.216305
18,32,79,39,148,0.6,25.6,41,1014.5,1.5,18,67.782555
17,32,66,42,164,0.6,26.5,37,1012.8,1.1,11.3,77.23456
15,26,72,41,185,0.6,26.7,32,1011.7,1.4,42.5,87.69416
16,26,74,41,190,0.6,26.3,32,1011.1,1.4,81.7,90.27293
17,29,77,42,188,0.6,26.1,32,1010.9,1.1,93.8,88.98937
16,45,75,42,153,0.6,25.3,35,1011.2,0.6,88.1,70.62694
16,118,73,40,65,0.8,24.6,37,1011.8,0.6,90.7,84.914314
15,113,106,43,34,1.1,23.3,44,1012.4,0.2,299.9,92.88921
13,98,89,57,38,1,22.7,46,1012.7,0.3,259.8,82.48085
14,90,74,48,38,0.9,22.2,47,1013,0.4,252.5,74.81571
14,88,76,46,36,1,22.4,46,1013.1,0.7,234.4,73.59504
13,88,87,53,22,1.1,21.7,50,1012.9,0.4,301.3,76.83979
14,84,97,58,23,1.2,21.2,54,1012.5,0.4,293.1,78.055984
15,112,105,60,8,1.3,21,55,1012.3,0.5,238.2,91.28686
17,136,147,78,1,1.3,20.6,61,1012.1,0.3,265,113.14223
17,116,147,81,2,1.5,20.3,73,1013,0.7,32,105.193474
24,115,150,90,10,1.3,21.7,65,1013.7,1.2,57.7,106.41562
26,122,159,83,34,1.2,23.4,59,1014.2,0.9,17.8,109.90379
26,83,148,87,105,1,24.5,53,1014.3,1.4,20.7,96.19463
25,46,109,72,153,0.7,25.8,42,1013.6,1.8,67.8,83.75653
22,39,86,57,213,0.7,26.4,38,1012.8,1.9,72.4,104.54345
22,44,96,54,265,0.7,27,36,1011.7,1.6,87.9,128.77393
9,67,100,39,186,0.8,26.3,38,1010.9,1.2,110.7,87.68751
8,54,92,55,135,0.7,25.3,46,1011.4,1.1,84.8,70.98756
7,43,63,48,114,0.7,24.5,50,1012.2,1,65.7,60.374096
7,36,60,42,108,0.6,24,51,1012.8,1.3,99.5,56.24482
7,29,46,36,111,0.5,23.5,47,1013.4,1.3,118.8,54.801937
6,31,52,28,112,0.6,22.9,55,1013.9,1.2,101.5,53.96068
6,31,60,37,105,0.6,22.1,62,1014.1,0.7,57.8,54.228153
6,28,63,38,104,0.6,22,64,1014,1.1,103.6,55.067734
6,21,66,34,103,0.6,21.8,68,1013.9,0.9,103.8,54.919765
8,20,58,32,107,0.6,21.6,72,1013.6,0.8,105.1,53.33885
8,27,67,35,106,0.6,21.3,75,1013.3,0.9,60.6,55.8046
6,48,68,41,64,0.6,20.7,77,1013.3,0.9,40.6,57.675964
5,75,70,40,27,0.6,20.2,79,1013.7,0.9,71.8,68.63184
6,82,68,44,18,0.6,19.9,80,1014.4,0.8,70,70.81873
6,83,67,49,22,0.7,20.5,77,1015,1.2,64.7,72.950386
8,59,73,46,56,0.7,21.6,72,1015.8,1.8,57.7,62.3315
11,56,79,45,79,0.7,22.5,66,1016.3,2,61.9,63.128803
12,48,70,43,111,0.6,23.8,63,1016.2,1.8,73.8,60.117825
8,37,66,38,108,0.6,24.9,62,1015.6,1.5,107.7,56.9224
7,32,47,33,130,0.5,25.3,61,1014.8,1.6,91.9,59.966843
6,23,63,32,127,0.5,25.8,61,1013.8,1.8,85.6,59.76616
6,19,50,24,118,0.5,26.4,59,1013,1.8,103,55.655975
6,22,50,23,113,0.5,26.4,60,1012.4,2,96.4,54.154736
5,25,55,22,102,0.5,26.2,61,1012.4,1.8,111.5,51.908684
5,37,61,21,83,0.5,25.5,64,1012.7,1.9,125.3,52.148277
5,40,63,27,75,0.5,25,66,1013,1.6,113.8,53.70231
6,39,63,26,74,0.6,24.6,69,1014,1.1,85.4,53.26666
6,42,61,33,63,0.6,24.4,71,1014.6,0.9,65.2,53.46119
5,54,66,32,42,0.6,24,73,1015.2,1,77.3,59.285355
6,54,57,34,34,0.7,23.4,75,1015.6,0.6,342.6,56.09506
5,46,51,35,36,0.6,23,77,1015.8,0.6,353.9,51.39933
5,52,68,36,24,0.7,22.6,80,1015.8,0.5,357,58.86691
5,50,70,35,24,0.7,22.4,80,1015.6,0.4,356.9,58.74252
5,49,52,31,14,0.7,22.1,82,1015.4,0.5,35.3,52.829887
7,80,68,40,8,0.9,22.2,81,1017.3,0.9,68.4,69.336655
10,61,72,41,60,0.7,23.7,71,1017.9,1.4,108.3,62.70843
10,44,66,42,103,0.7,24.9,64,1018.5,1.2,69.5,57.842735
9,37,63,35,122,0.7,25.9,61,1018.5,1.1,25.7,57.726116
8,31,64,39,146,0.6,26.6,59,1017.7,1.2,25.4,66.87359
7,28,61,38,208,0.7,27.4,57,1016.8,1.3,4.3,99.798645
7,31,91,48,224,0.7,27.8,55,1015.9,1.5,10.4,107.33112
8,42,91,51,199,0.8,28,55,1015.1,1.7,8.6,94.028305
7,42,103,53,234,0.8,28.1,54,1014.6,1.7,350.3,112.32783
8,51,98,59,221,0.8,28.2,55,1014.7,1.3,322.6,105.6137
9,56,106,59,190,0.8,27.6,57,1015.2,1.2,333.1,88.74506
9,40,85,58,131,0.7,27.1,54,1015.8,1.9,2.7,69.60348
11,34,85,43,124,0.7,26.6,54,1016.8,2.6,347.9,64.24385
12,36,104,47,80,0.9,25.2,55,1017.7,2.1,333.1,69.7351
12,35,113,64,86,0.8,24.7,54,1018.2,2.3,352.2,77.88586
12,25,105,65,95,0.8,24.1,53,1018.9,2.7,5.2,77.39966
12,23,102,59,92,0.8,23.4,54,1019.3,3.1,14.6,73.34767
10,18,80,56,93,0.8,22.7,54,1019.4,3.2,6.9,68.17424
8,16,66,53,90,0.7,22.1,54,1019,2.9,14.5,65.40776
8,15,53,36,87,0.7,21.8,53,1018.6,3.2,16,50.846302
7,14,47,35,88,0.6,21.4,53,1018.4,2.6,19.3,49.33313
7,13,120,23,88,0.6,21.1,52,1018.4,2.8,22.1,75.09935
7,18,55,23,79,0.6,20.7,54,1018.6,2.2,29.2,47.986233
6,21,39,23,75,0.6,20.3,55,1019,2.2,24.5,42.64392
7,32,41,26,62,0.6,20.4,56,1019.4,2.2,22.9,44.406113
7,25,45,24,74,0.6,20.9,54,1020.3,2.8,27.5,45.21284
7,28,58,28,76,0.7,21.6,52,1020.6,2.9,25,50.560516
8,27,60,22,89,0.7,22.4,51,1020.2,2.6,37.6,50.74898
8,22,73,32,117,0.7,23.1,49,1019,2.6,38,58.557545
8,20,72,36,140,0.7,23.7,48,1017.8,2,16.1,64.58115
7,20,64,35,152,0.7,24.7,47,1016.6,1.5,8.3,70.17371
7,20,61,40,161,0.7,25.2,46,1015.8,1.4,356.3,75.53505
7,22,70,36,176,0.7,25.1,46,1015.3,1.2,12.4,82.6809
6,25,70,40,180,0.7,24.9,47,1015.1,1,24.1,84.64207
7,45,78,38,152,0.8,24.3,50,1015.4,0.6,341.7,70.12067
7,33,83,50,142,0.8,23.7,52,1015.6,0.4,258.1,66.358665
6,37,70,52,113,0.9,23.2,54,1016.1,0.2,260.5,63.86851
6,51,74,47,75,1,22.4,58,1016.5,0.3,241.7,60.86027
8,85,90,51,38,1.1,22.5,58,1016.6,0.5,232.4,77.37308
9,114,108,65,7,1.3,22.4,58,1016.7,0.7,237.2,93.823425
10,124,111,75,1,1.3,21.9,60,1016.6,0.6,237.5,103.05171
10,129,119,75,1,1.3,21.6,62,1016.2,0.6,241.6,105.045586
14,131,126,70,2,1.3,21.3,63,1015.8,0.5,220.9,105.262794
14,124,129,79,1,1.3,20.9,66,1015.4,0.3,214.7,105.03781
13,122,122,76,1,1.3,20,71,1015.1,0.2,14.3,102.64308
12,116,114,74,1,1.3,20,71,1015,0.3,287,99.35166
11,117,122,74,1,1.3,20,73,1015.2,0.2,3.7,100.093956
11,113,132,76,1,1.5,20.4,76,1016.3,0.5,32.5,101.170975
14,120,166,84,6,1.4,21.6,73,1016.8,1,65,112.83593
12,112,146,90,37,1.1,22.7,69,1017.1,1.2,45.9,106.53423
12,108,138,82,76,1.1,23.6,66,1016.7,1,40.5,99.9911
12,82,127,81,140,1,24.6,60,1016,1.1,44.1,91.0601
12,62,124,80,188,1,25.4,57,1014.8,1.4,58.5,94.108604
12,44,114,80,221,0.9,26.5,52,1013.7,1,185.2,109.57811
10,40,119,76,227,0.9,26.1,53,1012.9,1,93.1,110.11972
9,36,100,74,221,0.8,26.3,52,1012.4,0.8,53.8,110.63566
9,46,101,69,197,0.8,25.7,56,1012.2,1.5,106.3,95.23258
8,49,103,66,177,0.8,25.2,58,1012.3,1.6,126.3,83.34407
7,49,104,61,144,0.9,24.5,59,1012.6,1.2,103.3,75.60088
8,53,105,60,98,1,23.7,64,1013.2,0.8,20.9,74.39977
8,58,99,64,77,0.9,23.2,67,1013.7,0.6,327.9,74.5822
8,92,96,52,29,0.9,22.5,70,1014.1,0.7,68,82.30735
7,76,106,54,46,0.9,21.8,73,1014.2,0.6,45.8,79.127266
8,39,88,57,82,0.7,21.7,72,1014.1,1,69,68.93293
7,34,79,44,71,0.7,21.5,73,1013.8,0.8,350.6,60.70808
6,40,74,37,56,0.7,21.2,74,1013.6,0.7,353.1,57.949924
7,44,72,41,47,0.7,20.8,76,1013.6,0.5,28.4,57.86573
7,44,75,44,42,0.7,20.6,76,1013.6,0.5,43.8,59.22615
6,72,78,45,11,0.8,20.3,78,1013.8,0.4,83.3,69.38847
6,68,64,51,17,0.7,20.1,79,1014.1,0.3,101.1,68.80079
6,67,63,37,11,0.7,20,81,1014.8,0.3,348.2,63.102634
6,66,75,41,10,0.9,20.5,81,1015.5,0.5,45,66.076096
8,76,93,43,14,0.9,21.5,77,1016,0.9,58.3,75.37313
9,71,89,43,36,0.8,22.2,72,1016.4,1.3,62.5,72.05558
10,61,97,43,62,0.7,23.1,68,1016.2,0.8,64.6,70.55185
11,48,87,39,106,0.7,24.6,61,1015.4,1.2,88.8,65.210365
9,30,86,41,158,0.7,24.9,59,1014.3,1.3,108.1,72.70782
8,31,86,47,176,0.7,25.6,57,1012.9,1.2,32.4,81.99025
7,26,86,44,196,0.6,25.8,55,1011.8,1.3,62.4,92.67561
7,28,87,42,186,0.6,25.7,56,1011.3,1.2,90.6,87.46093
6,31,80,41,162,0.6,25.3,59,1011.2,1.4,99.3,74.90464
7,36,84,33,136,0.6,24.7,62,1011.2,1.8,123.9,65.79979
8,54,82,31,98,0.7,23.9,65,1011.2,1,102.6,63.735638
7,67,88,40,63,0.8,22.9,70,1011.7,0.4,69.5,70.50075
7,67,89,46,54,0.9,22.2,72,1012.2,0.4,354.7,70.4641
7,58,82,43,60,0.9,22,73,1012.7,0.8,20,64.79486
7,54,89,50,59,0.9,22.1,73,1012.8,0.8,34.2,66.29136
7,68,76,48,32,0.9,21.2,78,1013,0.5,27.2,66.959175
6,57,84,48,39,0.8,20.9,79,1013.1,0.5,338.7,65.1596
6,36,67,49,58,0.6,20.9,79,1013.3,0.6,9.7,61.59402
6,38,60,32,43,0.6,20.8,80,1013.2,0.7,84.4,51.820557
6,58,55,29,22,0.6,20.4,83,1013,0.7,63.2,57.414146
6,63,49,30,15,0.6,20.3,83,1013.2,0.7,52.9,57.483307
6,79,54,27,1,0.7,20.2,82,1013.5,0.8,42.8,65.45515
6,78,80,38,1,0.8,20,84,1014,0.7,34.9,72.71121
7,74,80,48,4,0.8,20.7,81,1014.8,0.5,57,70.9547
8,54,77,44,42,0.7,22,74,1015.3,1.6,73.6,61.736652
9,46,76,39,83,0.7,23.2,69,1015.4,1.3,72.2,60.421185
10,40,64,41,108,0.7,25,63,1014.8,1,74.8,56.767666
8,29,73,38,130,0.6,25.9,59,1013.8,1.1,82.2,61.43473
9,27,62,26,143,0.7,27.2,56,1012.7,1.1,196.9,65.771675
10,25,72,33,171,0.7,27.5,55,1011.3,1.3,113.9,80.136894
9,19,72,37,200,0.6,27.8,53,1010.5,1.3,137.2,95.2693
9,21,70,32,221,0.7,28.4,52,1010.2,1.4,225.5,106.7091
7,28,72,34,164,0.6,27.7,55,1010.3,1.3,97.1,76.37881
7,40,92,31,114,0.6,26.3,63,1010.8,1.5,103.8,65.632324
7,62,82,28,63,0.7,25.2,67,1011.6,1.1,72.5,67.221085
8,77,77,30,28,0.7,24.3,71,1012.6,0.8,73.7,71.46406
8,70,70,32,23,0.7,24,72,1013.2,0.4,60,66.39179
9,84,80,28,11,0.9,23.9,74,1013.8,0.7,276.7,74.90337
7,80,88,41,4,0.9,23.5,76,1014,0.4,352.1,75.63267
7,80,88,39,1,1,23,80,1014.1,0.3,308.1,75.58472
8,69,86,38,3,1,22.8,80,1013.8,0.5,246.5,70.45797
7,63,85,43,5,0.8,22.6,83,1013.3,0.4,263.9,67.96263
8,58,84,40,4,0.8,22.3,85,1012.9,0.3,238.4,65.628654
8,55,76,41,3,0.8,21.8,86,1012.5,0.2,325.4,61.864906
8,40,69,40,16,0.8,21.7,86,1012.6,0.5,277.7,55.916233
8,51,60,36,1,0.8,21.7,87,1013.1,0.4,90.7,55.98681
7,59,91,39,3,1.1,22.2,87,1014.3,0.4,4.8,68.028824
12,105,100,48,12,1.3,24.1,75,1015.1,1.2,340,87.82486
14,77,138,74,82,0.9,25.3,62,1015.5,2.4,345.9,89.63091
14,41,101,59,119,0.9,25.9,58,1015.6,2.8,352.6,73.17667
10,18,94,42,151,1,26.5,52,1014.1,3.1,355.4,70.41073
8,18,99,43,142,1,26.3,51,1014,3.3,10.1,69.41746
8,25,87,44,125,1,26.1,49,1014.1,2.3,350.9,64.18572
7,27,87,28,105,1,24.9,51,1014.6,3,349.1,61.24345
7,33,86,26,76,1.1,23.3,53,1015.3,2.9,350.4,60.08289
7,34,79,29,53,1.1,21.8,55,1016.1,3,347.7,57.335384
6,20,62,26,62,0.9,20.6,56,1017.3,3.3,2.1,50.12679
6,21,55,23,53,0.9,19.8,57,1018,2.9,353.2,47.056965
6,24,40,20,46,0.9,19.3,58,1018.3,2.6,0.8,41.49452
6,25,37,17,47,0.8,18.8,58,1018.5,2.2,15.1,40.291775
6,23,34,20,49,0.8,18.3,58,1018.1,2.5,8.8,39.52774
6,22,24,17,51,0.8,17.9,59,1017.8,2.5,15,35.605743
6,17,18,15,57,0.8,17.4,59,1017.8,2.7,19.9,34.150482
6,16,19,16,59,0.8,17,60,1017.6,2.6,18.5,34.902218
5,19,25,12,51,0.8,16.7,61,1017.4,2.1,21.5,35.020985
5,19,22,11,49,0.8,16.5,62,1017.5,2.3,7.1,33.805286
5,20,26,14,47,0.8,16.3,62,1017.9,2.3,16.3,35.56634
5,24,22,14,40,0.8,16.1,63,1018.6,2.1,16.5,34.34614
5,29,25,11,34,0.8,16.2,62,1019.1,2.4,27.8,36.937813
5,25,23,14,39,0.8,16.7,60,1019.8,2.9,28.7,34.76292
5,19,33,13,49,0.8,17.5,57,1020.2,2.6,17.2,37.824932
6,28,60,26,137,1,22.5,47,1015.7,1.8,5.8,63.044086
6,35,48,24,114,1,21.9,49,1016.3,1.7,14.9,53.655766
6,49,50,27,82,1.1,21.4,51,1016.7,1.2,7.1,51.54088
7,44,54,27,74,1.1,21.1,52,1017.4,1.4,1.9,50.72451
8,42,58,29,65,1.1,20.7,52,1017.8,1.5,358.6,51.28934
8,48,54,25,52,1,20.2,53,1018,1.4,9.6,52.379436
8,50,53,20,43,1,19.9,55,1018.2,1.4,11,53.0778
7,46,50,24,42,0.9,19.4,56,1018.3,1.2,21.3,50.6589
8,58,38,17,25,1,18.9,59,1018.2,1.2,43.8,51.677414
8,65,58,24,14,1,18.3,63,1018.4,1,40,60.538948
8,45,56,28,35,0.9,18,62,1018.4,1.6,20.7,51.867825
8,28,46,23,53,0.9,17.6,59,1018.4,1.7,9.9,44.59228
7,27,36,22,56,0.8,17.3,58,1018.6,1.8,25.7,41.138783
8,32,44,20,50,0.8,17,58,1019,1.7,22.9,43.908916
7,30,44,17,50,0.8,16.8,58,1019.4,1.7,9.6,43.321117
8,39,41,18,40,0.9,16.9,58,1020,1.7,12.5,45.118526
9,35,50,22,47,0.9,17.8,55,1020.7,1.8,11.6,46.32458
11,34,61,20,54,1,18.7,52,1021.2,2.1,28.1,49.820477
12,34,66,23,64,1,19.7,51,1020.8,1.7,32.9,52.297363
12,40,70,26,74,1,20.6,50,1019.7,1.5,40.6,55.104504
12,33,55,30,99,1,21.4,49,1018.3,1.8,40.6,50.622158
13,35,68,32,113,1,22.3,47,1016.8,1.6,36.1,56.15699
11,36,75,36,124,1,23,46,1015.8,1.4,35.7,59.937435
8,33,73,38,131,1,23.4,46,1015.4,1.5,2.4,61.186474
8,45,78,33,130,1,23.3,46,1015.4,1.4,5.9,62.675243
8,59,92,37,130,1.1,22.6,48,1015.8,1,341.9,68.38255
8,70,97,48,88,1.2,21.8,50,1016.4,0.5,306.5,73.508545
8,74,87,44,59,1.3,21,53,1016.9,0.3,269.8,72.00698
10,70,98,48,52,1.2,20.8,54,1017.4,0.3,259.4,73.589424
10,71,104,50,37,1.2,20.2,56,1017.6,0.2,278.2,75.838585
8,98,106,48,9,1.3,19.9,59,1017.7,0.2,177.3,87.52782
8,104,92,52,1,1.3,19.4,62,1017.7,0.3,317.6,85.347466
16,89,99,49,3,1.4,18.5,66,1019.1,0.9,35.6,80.39204
23,74,93,48,30,1.1,19.7,54,1019.6,1.7,30.7,71.87324
19,57,84,41,59,1,20.7,48,1019.9,1.8,30.4,63.220184
16,38,73,35,101,0.6,23.1,41,1018.9,1.4,28.3,58.458096
17,36,80,40,122,0.6,23.4,40,1017.5,1.5,14.5,62.096752
15,35,68,37,128,0.6,24.4,35,1016.2,1.3,23.2,59.579945
12,38,69,29,131,0.6,24.9,32,1015.3,1.2,359.5,61.0226
11,41,88,31,179,0.6,25.2,30,1014.9,1.3,328.6,84.28725
10,38,86,39,192,0.6,24.8,30,1014.8,1.3,349.9,90.833374
12,65,91,33,122,0.7,23.9,33,1015.1,0.6,313.9,70.206245
13,81,101,41,89,0.8,22.7,36,1015.6,0.5,273.7,79.215065
12,61,97,53,103,0.8,22.1,37,1016.1,0.2,240.3,71.74255
10,72,95,52,60,0.9,21.3,42,1016.5,0.2,289.2,73.66267
10,95,99,52,31,1,20.6,45,1016.7,0.2,276.5,84.01992
10,109,106,56,13,1,20.1,48,1016.8,0.2,260.2,91.69187
10,124,103,56,3,1,19.9,48,1016.8,0.3,303.2,96.740486
12,93,88,49,10,0.9,19.3,52,1016.9,0.3,257.5,79.74731
14,76,84,52,32,0.8,21.1,43,1017.5,1,359.2,71.38266
15,77,98,42,42,0.7,22,40,1017.9,1.3,2.9,76.57308
14,66,95,42,61,0.7,23.4,37,1017.6,1.1,359.8,71.34762
14,52,86,37,86,0.6,24.9,33,1016.9,1,11.9,64.26922
13,36,61,35,121,0.5,25.4,31,1015.8,1.2,62.9,57.19676
12,39,63,30,126,0.5,26.4,30,1014.6,1.2,4.6,58.9824
11,39,67,35,122,0.5,26.6,30,1013.6,1.2,15.5,58.63394
11,30,69,29,162,0.5,26.9,28,1013,0.9,65.6,75.54348
13,36,71,25,192,0.6,26.6,30,1013,0.7,46.8,91.66282
14,81,70,35,156,0.8,25.6,33,1013.3,0.7,79.1,79.239784
13,157,101,43,72,1.1,23.7,40,1013.5,0.2,353.6,109.050545
11,140,111,61,57,1.4,22.8,44,1014.1,0.4,248.8,104.649994
10,106,119,72,71,1.2,21.9,48,1014.2,0.4,257.2,94.03093
10,155,120,71,30,1.4,21.9,49,1014.4,0.8,252.2,114.269844
12,160,149,82,26,1.3,21.3,53,1014.4,0.6,21.2,123.85897
10,102,122,94,35,1,21,55,1014.5,0.5,313.5,105.07243
11,119,113,64,7,1.2,20.3,59,1014.3,0.3,324.9,97.17109
12,96,119,84,8,1,20,65,1014.3,0.4,242,97.803314
12,80,113,70,19,0.9,19.6,68,1014.2,0.3,273.6,83.91709
12,79,93,69,16,0.8,19.1,72,1014.4,0.2,48.4,82.50645
11,68,91,67,18,0.8,19,74,1015.2,0.3,297.5,78.181206
9,69,90,65,6,0.9,19,78,1015.9,0.3,31.3,77.6697
10,94,111,64,1,1.3,19.6,79,1016.7,0.4,52.8,87.624214
14,109,127,78,10,1.3,21.8,68,1017.5,0.8,74,98.75284
16,101,132,89,43,1,23.2,62,1017.8,1.1,26.4,100.80004
13,33,84,36,176,0.7,26.8,47,1015.6,1,358.1,82.50416
12,25,77,41,207,0.6,27.1,45,1014.2,1.3,45.8,98.76549
11,27,71,39,237,0.7,27.6,44,1013.3,1,12.5,114.88148
12,31,85,42,258,0.7,27.6,44,1012.7,0.9,112.6,125.69315
12,38,92,47,255,0.7,27.3,45,1012.6,1.2,117,123.81147
11,43,92,53,222,0.7,26.1,47,1012.9,0.9,106,106.07209
12,60,87,53,174,0.8,24.7,51,1013.5,0.3,289.5,81.5191
10,97,114,60,97,1.3,24.2,54,1014.2,1,241.2,88.70189
9,95,129,86,60,1,23.7,62,1014.6,1.6,231,97.56361
7,40,119,53,66,0.7,23.4,71,1015,1.8,227.9,76.12155
7,33,82,33,69,0.7,22.9,75,1014.9,2,234.1,59.863148
7,30,52,28,62,0.7,22.3,77,1014.8,0.7,247.6,48.17816
7,35,40,33,45,0.7,21.4,81,1014.9,0.3,274.8,47.061543
6,51,57,33,10,0.7,20.6,87,1014.4,0.3,71.1,54.99078
6,58,54,31,4,0.7,20.3,88,1014.4,0.5,309.9,56.92293
6,61,50,33,1,0.7,20.2,88,1014.6,0.3,334.5,56.87768
8,53,58,48,5,0.8,20.3,90,1016.7,0.4,348.5,62.102856
9,72,78,45,7,1.1,22.1,82,1017.1,0.6,90.9,68.555016
13,87,105,57,33,1,23.5,72,1017.4,0.9,4.9,82.08726
